0212_uav.csv
x,y,z,r,p,y,ori,ms,dpth,t
1.51658,-0.954119,0.649317,1.08625,0.212167,-0.219697,1.14646,0,0,30.3794,
1.57436,-0.885356,0.650243,1.13337,0.222286,-0.182344,1.1849,0,0,30.4127,
1.62079,-0.825702,0.650329,1.17624,0.231469,-0.156507,1.22267,0,0,30.4589,
1.64441,-0.79248,0.651636,1.1749,0.215499,-0.149906,1.21617,0,0,30.476,
1.69485,-0.71855,0.653036,1.24223,0.180248,-0.210023,1.28708,0,0,30.5258,
1.72495,-0.671648,0.654635,1.27152,0.190327,-0.213209,1.31858,0,0,30.5421,
1.73593,-0.653782,0.65542,1.28083,0.190192,-0.211911,1.32731,0,0,30.5603,
1.82916,-0.48271,0.66109,1.37973,0.209901,-0.225058,1.43105,0,0,30.6428,
1.85239,-0.43292,0.662307,1.39217,0.225323,-0.230353,1.44801,0,0,30.6751,
1.92505,-0.252071,0.663796,1.50005,0.254537,-0.215271,1.55617,0,0,30.7617,
2.02261,0.175845,0.662046,1.72409,0.206648,-0.235771,1.76891,0,0,30.9751,
2.02745,0.218827,0.660977,1.74269,0.226327,-0.240843,1.79218,0,0,30.9925,
2.03173,0.511984,0.657602,1.90209,0.247766,-0.254358,1.95531,0,0,31.1443,
