1130_4_led.csv
x,y,z,st_x,st_y,st_z,r,p,y,ori,ms,dpth,t
-0.224233,0.7506,0.476094,0,0,0,0.00438682,0.00203675,-2.45586,2.45587,0.0104582,0.879109,24.3955,
-0.224243,0.742142,0.474678,0,0,0,-0.00571578,0.0189122,-2.48266,2.48264,0.0164113,0.883373,24.4206,
-0.219199,0.74806,0.476053,0,0,0,0.00138676,0.00876837,-2.46825,2.46826,0.0082562,0.887205,24.4317,
-0.216032,0.745305,0.475708,0,0,0,-0.00425841,0.0160854,-2.4915,2.49149,0.00865364,0.889927,24.4439,
-0.210551,0.750701,0.473727,0,0,0,0.00460435,-0.0133132,-2.46795,2.46793,0.00933599,0.893627,24.4606,
-0.20262,0.760223,0.477899,0,0,0,0.00907032,0.0184511,-2.43801,2.43813,0.0106046,0.897476,24.4798,
-0.196457,0.76428,0.477641,0,0,0,0.00192733,0.00256433,-2.44495,2.44496,0.00888658,0.897476,24.4932,
-0.196122,0.759786,0.477442,0,0,0,0.00640224,0.00803317,-2.45321,2.45325,0.010922,0.903897,24.5138,
-0.191429,0.763304,0.478986,0,0,0,0.00637564,0.0266838,-2.45136,2.45151,0.00967479,0.910968,24.5275,
-0.189168,0.761545,0.47632,0,0,0,0.00752407,-0.00598457,-2.46176,2.46175,0.0132616,0.914395,24.5505,
-0.189703,0.750346,0.474582,0,0,0,-0.00890586,0.00738079,-2.51534,2.51532,0.00935483,0.918801,24.5626,
-0.181777,0.763192,0.477137,0,0,0,0.0038064,0.0189995,-2.4615,2.46157,0.0112154,0.918801,24.5812,
-0.17729,0.764455,0.477301,0,0,0,-0.000121186,0.015979,-2.47217,2.47219,0.0095427,0.927105,24.5945,
-0.171459,0.77132,0.480116,0,0,0,0.00244977,0.0324025,-2.45859,2.45872,0.0184066,0.928789,24.6245,
-0.164795,0.774561,0.476491,0,0,0,0.00544143,-0.0127797,-2.46844,2.46843,0.0101187,0.935893,24.6391,
-0.16528,0.770144,0.479706,0,0,0,0.00914674,0.0441398,-2.46835,2.46873,0.00839639,0.935893,24.6493,
-0.159583,0.774011,0.478606,0,0,0,-0.000315333,0.030914,-2.47343,2.47351,0.00821161,0.935893,24.6601,
-0.156568,0.775686,0.477291,0,0,0,0.00740889,0.0129326,-2.46885,2.46892,0.0109289,0.935893,24.6807,
-0.15073,0.77855,0.475818,0,0,0,-0.000280984,-0.00266897,-2.47546,2.47546,0.0147526,0.935893,24.7018,
-0.147734,0.780766,0.476906,0,0,0,0.00534071,0.0133889,-2.45586,2.45592,0.0128055,0.956537,24.7178,
-0.147189,0.775049,0.478595,0,0,0,-0.00135016,0.0423716,-2.50066,2.50078,0.0124171,0.960851,24.7349,
-0.142593,0.776625,0.475005,0,0,0,0.00703353,0.0012135,-2.50625,2.50626,0.0151229,0.964499,24.7535,
-0.128073,0.797052,0.480062,0,0,0,0.00554421,0.0313699,-2.45473,2.45491,0.00807357,0.966148,24.7637,
-0.132211,0.785007,0.473373,0,0,0,0.00660036,-0.017642,-2.48536,2.48533,0.0162442,0.970057,24.7894,
-0.127099,0.789582,0.476923,0,0,0,0.00966717,0.028299,-2.47424,2.47446,0.00810719,0.970057,24.8001,
-0.123236,0.794123,0.479079,0,0,0,0.00968403,0.0305324,-2.46738,2.46762,0.0125415,0.980255,24.8169,
-0.117276,0.799318,0.478633,0,0,0,0.00971073,0.0200174,-2.45909,2.45923,0.0164368,0.985059,24.8397,
-0.107183,0.815533,0.482425,0,0,0,0.0230435,0.0298861,-2.41007,2.41055,0.00887132,0.985059,24.8522,
-0.114761,0.793964,0.476306,0,0,0,0.000902261,0.0222301,-2.48858,2.48863,0.011826,0.990553,24.8669,
-0.109019,0.800373,0.476107,0,0,0,0.00232323,0.00739925,-2.47865,2.47867,0.0167871,0.994748,24.8906,
-0.104702,0.802783,0.47634,0,0,0,0.00795223,0.00181542,-2.48207,2.48209,0.0087781,1.00237,24.9031,
-0.102257,0.805353,0.478667,0,0,0,0.00826919,0.0376385,-2.46618,2.46647,0.00848532,1.00544,24.9136,
-0.0950756,0.811771,0.480091,0,0,0,0.00723879,0.0338803,-2.469,2.46922,0.0118284,1.00961,24.9334,
-0.0939981,0.809829,0.47917,0,0,0,0.00186986,0.0409481,-2.47807,2.47825,0.0162325,1.01519,24.9566,
-0.084852,0.822094,0.478729,0,0,0,0.0204978,0.00995215,-2.43526,2.43541,0.0105541,1.01665,24.9702,
-0.0890422,0.810624,0.475714,0,0,0,0.0104611,0.00238715,-2.4788,2.47882,0.00799727,1.01665,24.9806,
-0.080536,0.820563,0.479526,0,0,0,0.00675928,0.0290746,-2.47187,2.47205,0.0100791,1.0208,25.0011,
-0.0749435,0.826634,0.481743,0,0,0,0.0131371,0.0367403,-2.46053,2.4609,0.0109291,1.0208,25.0181,
-0.0857961,0.804377,0.47613,0,0,0,-0.00176939,0.0239244,-2.52836,2.52839,0.0120745,1.03391,25.0361,
-0.0680645,0.831448,0.480644,0,0,0,0.0121456,0.0168318,-2.45777,2.45791,0.0104825,1.03724,25.0515,
-0.0662946,0.830128,0.47821,0,0,0,0.00417877,0.00031012,-2.46897,2.46897,0.0125451,1.03788,25.068,
-0.0702106,0.822705,0.479724,0,0,0,0.00267924,0.0459079,-2.49549,2.49573,0.0168533,1.04617,25.0918,
-0.0637063,0.828883,0.478515,0,0,0,0.0080919,0.00898168,-2.49406,2.49411,0.0136864,1.04777,25.1101,
-0.0506426,0.847195,0.481287,0,0,0,0.0146536,-0.00205225,-2.46271,2.46271,0.00831342,1.04777,25.1203,
-0.0609133,0.830717,0.478755,0,0,0,0.00124985,0.0344937,-2.47468,2.4748,0.00978804,1.05831,25.1336,
-0.0539133,0.837813,0.480515,0,0,0,0.00276077,0.0318868,-2.4742,2.47434,0.00902438,1.0605,25.15,
-0.0510139,0.842794,0.480395,0,0,0,0.00959272,0.0219335,-2.44911,2.44927,0.0142527,1.06533,25.1697,
-0.0400074,0.855388,0.483452,0,0,0,0.00732986,0.026125,-2.45093,2.45109,0.012188,1.07021,25.1859,
-0.0405072,0.851625,0.481577,0,0,0,-9.16189e-05,0.0196956,-2.47499,2.47503,0.00871205,1.0734,25.1981,
-0.0332974,0.861447,0.484339,0,0,0,0.0075511,0.0267764,-2.45728,2.45745,0.00896645,1.07657,25.2145,
-0.0391081,0.847703,0.481652,0,0,0,-0.00309627,0.0344756,-2.5111,2.51114,0.0102439,1.08048,25.234,
-0.0327576,0.856773,0.484101,0,0,0,0.00255993,0.0510064,-2.48586,2.48615,0.00986576,1.08048,25.2493,
-0.0294459,0.859395,0.481284,0,0,0,0.00275639,0.00577796,-2.48341,2.48342,0.00833392,1.08904,25.2633,
-0.0319043,0.854519,0.480069,0,0,0,-0.00261013,0.0117035,-2.50654,2.50653,0.0128648,1.09387,25.2865,
-0.0236963,0.86604,0.481885,0,0,0,-0.00391003,0.0205204,-2.47787,2.47787,0.0181034,1.09387,25.3113,
-0.0289173,0.853865,0.480003,0,0,0,-0.0140529,0.0249257,-2.53286,2.53275,0.00894117,1.1031,25.3228,
-0.0116474,0.8777,0.485313,0,0,0,-0.000440823,0.0336055,-2.48566,2.48575,0.00855231,1.1031,25.3347,
-0.0124959,0.877327,0.484146,0,0,0,0.00108147,0.0242901,-2.47953,2.4796,0.0121472,1.10985,25.353,
-0.00986564,0.877865,0.483453,0,0,0,-0.00734031,0.019725,-2.50056,2.50052,0.0101888,1.10985,25.3689,
-0.00955678,0.877557,0.483897,0,0,0,-0.00427653,0.0357068,-2.50946,2.50949,0.00826788,1.11526,25.3821,
-0.0108035,0.875752,0.484096,0,0,0,-0.00837404,0.0491322,-2.50888,2.50888,0.00923896,1.11823,25.3998,
-0.0118953,0.873398,0.481859,0,0,0,-0.00951482,0.0278533,-2.52324,2.52318,0.00840235,1.12436,25.4144,
0.001179,0.891958,0.483442,0,0,0,-0.0059078,0.0135267,-2.47295,2.47293,0.0102141,1.12706,25.4339,
0.000850061,0.889302,0.48277,0,0,0,-0.0066959,0.0144406,-2.4946,2.49457,0.0122504,1.13006,25.4543,
0.0182736,0.914228,0.486425,0,0,0,0.00691698,-0.00155241,-2.44935,2.44935,0.0182374,1.13596,25.4773,
0.00988294,0.903527,0.487981,0,0,0,0.00824073,0.0473664,-2.45831,2.45871,0.00840139,1.1384,25.4886,
0.0113959,0.903871,0.48609,0,0,0,-0.0032431,0.0336222,-2.46997,2.47001,0.00861764,1.14254,25.5018,
0.0187665,0.910972,0.486432,0,0,0,-0.0022782,0.0268229,-2.47561,2.47564,0.0130684,1.14543,25.5206,
0.0197664,0.910703,0.487792,0,0,0,-0.00777613,0.0452986,-2.49362,2.49362,0.016706,1.14617,25.5429,
0.0186215,0.909568,0.488041,0,0,0,-0.0045466,0.0616926,-2.49423,2.49441,0.00889611,1.14617,25.5542,
0.0275326,0.92003,0.487225,0,0,0,-0.00516763,0.025999,-2.48415,2.48414,0.00852442,1.15684,25.5669,
0.0264795,0.916928,0.486647,0,0,0,-0.012,0.0363645,-2.49933,2.49923,0.0152662,1.15684,25.5909,
0.0307938,0.924984,0.488312,0,0,0,-0.00160199,0.0397321,-2.46986,2.46997,0.0103631,1.15684,25.6056,
0.0322413,0.926035,0.486125,0,0,0,-0.00551214,0.0171605,-2.47226,2.47224,0.0126874,1.15684,25.6209,
0.0356641,0.92788,0.486365,0,0,0,-0.0109713,0.0247908,-2.48825,2.48818,0.0108919,1.17071,25.6364,
0.0398706,0.936243,0.487545,0,0,0,0.000249807,0.0257743,-2.45207,2.45213,0.0117779,1.17274,25.6567,
0.0465869,0.944603,0.487247,0,0,0,0.000177557,0.00305885,-2.45344,2.45344,0.00808501,1.17274,25.6667,
0.042547,0.941073,0.486258,0,0,0,0.000806036,0.00469502,-2.43596,2.43597,0.0083456,1.17954,25.6838,
0.0438885,0.941144,0.487433,0,0,0,0.0017168,0.0243773,-2.45475,2.45483,0.0102191,1.18575,25.7028,
0.0461502,0.940839,0.487619,0,0,0,-0.00752624,0.0376277,-2.48309,2.48308,0.0179708,1.1884,25.7279,
0.0456126,0.939901,0.486871,0,0,0,-0.0113464,0.0330594,-2.48188,2.48179,0.00915194,1.1884,25.7404,
0.0475641,0.941725,0.487027,0,0,0,-0.00793109,0.0307278,-2.4857,2.48566,0.0095017,1.1942,25.7525,
0.0548587,0.955222,0.489301,0,0,0,0.00392185,0.03413,-2.43604,2.43622,0.014148,1.1962,25.7752,
0.0512132,0.94299,0.484085,0,0,0,-0.0146376,0.00749499,-2.50641,2.50638,0.0157967,1.1962,25.7963,
0.0509036,0.942228,0.483672,0,0,0,-0.0194792,0.00702429,-2.50499,2.50495,0.0125368,1.20415,25.8119,
0.0541014,0.9476,0.485723,0,0,0,-0.00503021,0.0205195,-2.4915,2.49148,0.00811982,1.20415,25.8218,
0.0542862,0.94779,0.484125,0,0,0,-0.00539434,0.00784772,-2.48122,2.48121,0.00763535,1.2085,25.833,
0.0587274,0.949593,0.482203,0,0,0,-0.00901104,-0.0220219,-2.50783,2.50798,0.0113258,1.21417,25.8546,
0.0579306,0.947905,0.483589,0,0,0,-0.0176121,0.0122243,-2.52021,2.52014,0.0106227,1.21417,25.872,
0.0580929,0.948632,0.485929,0,0,0,-0.0161334,0.0489306,-2.52078,2.5206,0.00985503,1.22006,25.8858,
0.0665092,0.961568,0.488063,0,0,0,-0.0130929,0.0522479,-2.48073,2.48064,0.00934052,1.22006,25.9024,
0.0679335,0.962841,0.488306,0,0,0,-0.0149772,0.056843,-2.4741,2.47398,0.00988507,1.22442,25.9205,
0.0669725,0.958879,0.484951,0,0,0,-0.0189603,0.0308358,-2.49362,2.49344,0.00989509,1.22948,25.9371,
0.0705321,0.963496,0.485772,0,0,0,-0.0116752,0.0348468,-2.49516,2.49507,0.0124185,1.23009,25.9578,
0.0793209,0.973026,0.485782,0,0,0,-0.0154022,0.00891716,-2.493,2.49296,0.0176117,1.23377,25.9797,
0.0725822,0.961612,0.484276,0,0,0,-0.0192988,0.0235574,-2.52814,2.52799,0.00910449,1.23377,25.9917,
0.0731009,0.964205,0.483316,0,0,0,-0.0159444,0.00728795,-2.50561,2.50558,0.0138869,1.23953,26.01,
0.0764675,0.966521,0.486202,0,0,0,-0.0175008,0.0380186,-2.51687,2.51668,0.00857759,1.24555,26.0213,
0.0910051,0.983848,0.485511,0,0,0,-0.0122107,-0.00285519,-2.49412,2.49416,0.0145879,1.24977,26.0425,
0.0955633,0.990456,0.486685,0,0,0,-0.00707546,-0.00837281,-2.48505,2.48509,0.0114753,1.24977,26.058,
0.0942443,0.989045,0.487227,0,0,0,-0.00388093,0.0044471,-2.48365,2.48365,0.0130615,1.25347,26.0752,
0.0907664,0.978774,0.486204,0,0,0,-0.0206223,0.0165668,-2.54512,2.545,0.00922084,1.25347,26.0865,
0.0950968,0.988736,0.48955,0,0,0,-0.00942263,0.0495997,-2.4976,2.49758,0.00922418,1.26088,26.1029,
0.0933275,0.983974,0.487232,0,0,0,-0.00827286,0.025523,-2.51887,2.51882,0.0118201,1.26248,26.123,
0.0969626,0.987102,0.48655,0,0,0,-0.0100715,0.0109325,-2.51798,2.51795,0.00897455,1.26484,26.1367,
0.0969658,0.985329,0.486123,0,0,0,-0.0163458,0.00875904,-2.53394,2.53389,0.0140402,1.27035,26.1603,
0.114226,1.00764,0.489236,0,0,0,-0.011326,0.000857867,-2.49157,2.49157,0.0110426,1.27078,26.1764,
0.108932,0.99822,0.487685,0,0,0,-0.0164186,0.000630022,-2.52778,2.52779,0.00869393,1.27503,26.1876,
0.108188,0.996692,0.48775,0,0,0,-0.0140831,0.00274697,-2.5308,2.53079,0.00902915,1.2762,26.2033,
0.107676,0.996354,0.486217,0,0,0,-0.0169302,-0.00317404,-2.50361,2.50366,0.0106087,1.28023,26.222,
0.106968,0.993285,0.486595,0,0,0,-0.0164393,0.00952984,-2.52902,2.52897,0.0174944,1.28023,26.248,
0.108981,0.994375,0.485712,0,0,0,-0.0197894,0.00232172,-2.54107,2.54107,0.00796008,1.28023,26.2582,
0.120827,1.01109,0.489901,0,0,0,-0.0119746,0.00431695,-2.50152,2.50151,0.00847411,1.28966,26.2709,
0.113286,0.999578,0.48874,0,0,0,-0.0150778,0.0201816,-2.52991,2.52981,0.00835323,1.29134,26.2868,
0.117107,1.00633,0.490977,0,0,0,-0.00969307,0.0357188,-2.50272,2.50266,0.0104306,1.29134,26.3062,
0.117147,1.00493,0.487996,0,0,0,-0.01146,-0.000982721,-2.50988,2.5099,0.0102277,1.29883,26.3219,
0.130554,1.02059,0.491404,0,0,0,-0.0111931,0.00972286,-2.49365,2.49361,0.0106962,1.30104,26.3421,
0.129064,1.01855,0.494117,0,0,0,-0.00955153,0.0483035,-2.50319,2.50316,0.00946259,1.30356,26.3562,
0.129148,1.01618,0.490685,0,0,0,-0.0164178,0.00551045,-2.51592,2.5159,0.0088594,1.30356,26.3715,
0.133397,1.02051,0.492687,0,0,0,-0.0137771,0.0205181,-2.52146,2.52137,0.00949931,1.30985,26.3899,
0.144585,1.03517,0.494794,0,0,0,-0.00527652,0.0128323,-2.49333,2.49332,0.0108874,1.30985,26.408,
0.132642,1.02008,0.493439,0,0,0,-0.0117278,0.0408479,-2.4998,2.49971,0.00806022,1.30985,26.421,
0.139162,1.02837,0.495789,0,0,0,-0.0129287,0.0564442,-2.49189,2.49181,0.00879073,1.31726,26.4393,
0.121809,0.999527,0.489539,0,0,0,-0.0233877,0.0431045,-2.5603,2.55998,0.00982785,1.31726,26.4569,
0.128956,1.0101,0.493721,0,0,0,-0.0213547,0.0703344,-2.5497,2.54936,0.0109568,1.32315,26.4767,
0.136194,1.01777,0.493666,0,0,0,-0.022976,0.0450217,-2.54618,2.54586,0.012172,1.32489,26.4923,
0.143052,1.02859,0.495371,0,0,0,-0.0130222,0.0449647,-2.50739,2.50728,0.00884724,1.32881,26.5047,
0.147256,1.03361,0.495178,0,0,0,-0.0106558,0.0276759,-2.50687,2.50679,0.00886011,1.32881,26.5229,
0.15193,1.03873,0.4926,0,0,0,-0.0063766,-0.0213805,-2.49322,2.49333,0.00826383,1.32881,26.5379,
0.156118,1.04487,0.493652,0,0,0,-0.00853695,-0.00853303,-2.46728,2.46733,0.0109708,1.33867,26.5591,
0.158726,1.04595,0.495422,0,0,0,-0.00349217,0.00100375,-2.4862,2.4862,0.0159149,1.34326,26.5813,
0.162922,1.04985,0.491716,0,0,0,-0.0125509,-0.0480014,-2.47989,2.4804,0.0140016,1.34509,26.5984,
0.162424,1.04583,0.492159,0,0,0,-0.0160294,-0.0368968,-2.51543,2.51586,0.00866413,1.34509,26.6102,
0.176243,1.0694,0.496305,0,0,0,0.00549616,-0.0364973,-2.43271,2.43273,0.0135171,1.34509,26.6294,
0.163981,1.04607,0.494277,0,0,0,-0.00741983,-0.00974085,-2.52975,2.5298,0.0153365,1.35556,26.6496,
0.176513,1.06238,0.49718,0,0,0,-0.00252251,-0.0106375,-2.49474,2.49476,0.00935316,1.35556,26.6609,
0.170825,1.0534,0.494431,0,0,0,-0.0107457,-0.0210992,-2.516,2.51616,0.00886321,1.35556,26.6751,
0.177027,1.06162,0.497905,0,0,0,-0.00549244,0.00402342,-2.50675,2.50675,0.00822091,1.35556,26.6892,
0.173509,1.05033,0.495716,0,0,0,-0.0183906,0.000918283,-2.55693,2.55695,0.00975156,1.36431,26.7088,
0.173023,1.05023,0.496273,0,0,0,-0.0206048,0.0204578,-2.53939,2.53925,0.0118556,1.36957,26.728,
0.173572,1.04979,0.496519,0,0,0,-0.0189357,0.0207916,-2.54637,2.54623,0.0148458,1.36957,26.7493,
0.1723,1.04972,0.496053,0,0,0,-0.0152148,0.0111497,-2.52922,2.52916,0.00845647,1.37403,26.7594,
0.192375,1.07339,0.500052,0,0,0,-0.0188438,0.0111238,-2.51179,2.51173,0.0100856,1.37638,26.7763,
0.182194,1.05928,0.497281,0,0,0,-0.0190034,0.00870238,-2.5286,2.52855,0.0139072,1.37638,26.7955,
0.181207,1.05743,0.494373,0,0,0,-0.011442,-0.0310325,-2.52364,2.5239,0.00929356,1.37638,26.8077,
0.186219,1.0614,0.497489,0,0,0,-0.0151054,0.00975448,-2.53082,2.53077,0.0100327,1.38473,26.8261,
0.188929,1.06305,0.497056,0,0,0,-0.0142046,0.00498655,-2.54019,2.54017,0.00928235,1.38794,26.8418,
0.198815,1.07526,0.498092,0,0,0,-0.0181398,-0.00576748,-2.50955,2.50963,0.00943255,1.38794,26.8577,
0.198562,1.07543,0.498391,0,0,0,-0.0125456,-0.00555142,-2.50461,2.50466,0.0107379,1.38794,26.8772,
0.199874,1.07689,0.50031,0,0,0,-0.0065467,0.018313,-2.49464,2.49461,0.00912619,1.38794,26.891,
0.202727,1.07605,0.500146,0,0,0,-0.0062962,0.00520531,-2.51329,2.51327,0.0105026,1.40072,26.9097,
0.197552,1.06694,0.496564,0,0,0,-0.0142103,-0.0209159,-2.54073,2.54093,0.0116241,1.40506,26.9293,
0.19463,1.06324,0.498677,0,0,0,-0.0161835,0.0283763,-2.53784,2.5377,0.00880051,1.40506,26.9421,
0.213454,1.08776,0.500768,0,0,0,-0.00395043,-0.0093917,-2.49053,2.49055,0.00948668,1.40506,26.9603,
0.215021,1.08837,0.502227,0,0,0,-0.00650798,0.00611838,-2.50784,2.50783,0.00948,1.41459,26.9746,
0.208753,1.07792,0.501063,0,0,0,-0.0132476,0.0158919,-2.53346,2.53339,0.0125356,1.41902,26.9957,
0.213127,1.08333,0.503192,0,0,0,-0.0151038,0.0342967,-2.52211,2.52196,0.011338,1.41968,27.0126,
0.223565,1.09586,0.504961,0,0,0,-0.0113769,0.0333522,-2.49433,2.49424,0.0105529,1.42343,27.0293,
0.227686,1.1005,0.506582,0,0,0,-0.00757221,0.0439546,-2.48732,2.48733,0.00953794,1.42343,27.0442,
0.22373,1.09238,0.503347,0,0,0,-0.00499626,0.00751345,-2.50967,2.50965,0.0086484,1.42343,27.0599,
0.241827,1.11639,0.506763,0,0,0,-0.00780934,0.00407885,-2.46961,2.4696,0.00888133,1.43186,27.075,
0.221798,1.08431,0.499889,0,0,0,-0.0206235,-0.0150454,-2.55401,2.55421,0.0106368,1.43758,27.0955,
0.225312,1.08597,0.502294,0,0,0,-0.0185479,0.00123411,-2.57496,2.57497,0.00978279,1.43758,27.1121,
0.242605,1.11209,0.504175,0,0,0,-0.00839608,-0.0207263,-2.47937,2.4795,0.0104647,1.43758,27.1288,
0.240221,1.10641,0.503406,0,0,0,-0.00438892,-0.0189306,-2.49648,2.49656,0.0193152,1.44392,27.1568,
0.247021,1.11242,0.504377,0,0,0,-0.0105494,-0.0222884,-2.50002,2.50019,0.00900769,1.44392,27.1678,
0.249645,1.11146,0.502868,0,0,0,-0.0159083,-0.0426476,-2.53304,2.53354,0.0107906,1.44392,27.1825,
0.251311,1.11198,0.504655,0,0,0,-0.0187796,-0.0224727,-2.53959,2.53987,0.0120292,1.45816,27.1979,
0.243267,1.10207,0.504037,0,0,0,-0.0191023,0.00566332,-2.53515,2.53512,0.0218806,1.46217,27.2271,
0.280617,1.14869,0.513858,0,0,0,-0.00883001,0.0183549,-2.46415,2.4641,0.00944924,1.46217,27.2393,
0.259275,1.11714,0.50677,0,0,0,-0.0166619,0.000123145,-2.53539,2.53541,0.0086062,1.46678,27.2514,
0.252702,1.10828,0.507377,0,0,0,-0.016179,0.0230768,-2.53615,2.53603,0.0114152,1.47088,27.2651,
0.262167,1.11697,0.508523,0,0,0,-0.0136791,0.0159206,-2.54238,2.54231,0.0135179,1.47464,27.2848,
0.263056,1.12079,0.511743,0,0,0,-0.00501476,0.0501354,-2.50789,2.50797,0.00939178,1.47615,27.2966,
0.26855,1.12739,0.509735,0,0,0,-0.00821668,0.0104465,-2.48996,2.48993,0.00941515,1.47925,27.3125,
0.267189,1.11878,0.506952,0,0,0,-0.02243,-0.00322854,-2.54937,2.54944,0.0107386,1.48326,27.3282,
0.280722,1.13762,0.513396,0,0,0,-0.0050256,0.0372548,-2.49825,2.49828,0.00955987,1.48721,27.345,
0.267181,1.11496,0.505335,0,0,0,-0.0227559,-0.0219481,-2.54565,2.54598,0.0115569,1.49134,27.3632,
0.270669,1.12107,0.510763,0,0,0,-0.0161326,0.033896,-2.53004,2.52987,0.00859833,1.49409,27.3771,
0.277602,1.12568,0.510817,0,0,0,-0.0119425,0.00914659,-2.54323,2.54319,0.00959682,1.49611,27.3945,
0.29277,1.1474,0.513551,0,0,0,-0.00341843,-0.000319334,-2.48903,2.48903,0.0103037,1.50014,27.4125,
0.287714,1.13312,0.514845,0,0,0,-0.0162292,0.0468701,-2.54687,2.54668,0.0291865,1.51209,27.4799,
0.304065,1.15056,0.513027,0,0,0,-0.000445734,-0.020293,-2.50077,2.50081,0.00983191,1.51733,27.4959,
0.294094,1.13379,0.511304,0,0,0,-0.0168227,-0.00120798,-2.54527,2.5453,0.0164013,1.52339,27.5218,
0.319759,1.1638,0.515416,0,0,0,-0.00477323,-0.0259665,-2.51232,2.51244,0.00858426,1.52465,27.5339,
0.305514,1.14609,0.512223,0,0,0,-0.00333356,-0.0277306,-2.502,2.50211,0.00982332,1.52733,27.5458,
0.300811,1.13756,0.513628,0,0,0,-0.0179603,0.0208607,-2.53786,2.53773,0.00909281,1.53007,27.5614,
0.318887,1.15834,0.516449,0,0,0,-0.00684267,0.00488721,-2.52423,2.52422,0.0156164,1.53482,27.5866,
0.330687,1.1721,0.520269,0,0,0,-0.0112988,0.0194396,-2.48427,2.4842,0.00883079,1.5375,27.5988,
0.307903,1.1403,0.514155,0,0,0,-0.0173393,0.0203808,-2.55555,2.55543,0.012301,1.53947,27.617,
0.319497,1.15091,0.513154,0,0,0,-0.0101912,-0.0294597,-2.55242,2.55264,0.0111051,1.54348,27.6322,
0.327965,1.16166,0.518742,0,0,0,-0.00308077,0.0172945,-2.5323,2.5323,0.0129507,1.54348,27.651,
0.329925,1.16086,0.517434,0,0,0,-0.0192426,0.0128341,-2.54351,2.54343,0.0139835,1.55215,27.6687,
0.336083,1.16865,0.515959,0,0,0,-0.0121372,-0.0275852,-2.50523,2.50547,0.0174003,1.55609,27.6893,
0.332805,1.15987,0.514007,0,0,0,-0.0125394,-0.0363743,-2.54778,2.54812,0.0132089,1.5588,27.7059,
0.341462,1.16999,0.517889,0,0,0,-0.0100139,-0.00291106,-2.54104,2.54106,0.00981188,1.56143,27.7193,
0.352375,1.18272,0.52021,0,0,0,-0.00665569,-0.011254,-2.50888,2.50894,0.0102746,1.56619,27.7333,
0.34911,1.17655,0.519327,0,0,0,-0.00743523,-0.0217221,-2.5218,2.52192,0.013386,1.5674,27.7523,
0.357483,1.18525,0.522107,0,0,0,0.00140725,0.0039421,-2.50625,2.50625,0.0136025,1.56866,27.7695,
0.336132,1.15549,0.517922,0,0,0,-0.0130579,0.0155295,-2.56901,2.56894,0.0140939,1.56866,27.7884,
0.330942,1.14562,0.516633,0,0,0,-0.00766128,0.0200922,-2.60009,2.60004,0.0150681,1.57859,27.8081,
0.341483,1.15699,0.517287,0,0,0,-0.0132779,0.0084122,-2.58627,2.58623,0.0107753,1.58115,27.8213,
0.351168,1.17136,0.520903,0,0,0,0.00182573,0.0100403,-2.5316,2.53161,0.00762868,1.58255,27.8312,
0.369141,1.19197,0.523041,0,0,0,-0.00282142,-0.00239155,-2.50099,2.50099,0.0102665,1.58586,27.8507,
0.376001,1.19605,0.525096,0,0,0,-0.000447654,0.019304,-2.51672,2.51674,0.0111141,1.5909,27.8682,
0.367772,1.18515,0.523018,0,0,0,-0.00742037,0.0193407,-2.52813,2.5281,0.00843811,1.59285,27.8799,
0.360504,1.17361,0.521214,0,0,0,-0.0175422,0.028694,-2.55695,2.55679,0.00874209,1.59607,27.8965,
0.378803,1.19438,0.522626,0,0,0,-0.0192797,-0.00980229,-2.52741,2.52755,0.0106075,1.6008,27.9155,
0.38036,1.19302,0.523762,0,0,0,-0.0104274,0.00265912,-2.54622,2.54621,0.00845218,1.6008,27.9304,
0.378686,1.19406,0.518968,0,0,0,0.0021083,-0.0523644,-2.49359,2.49377,0.0103984,1.60525,27.9492,
0.380793,1.19449,0.521467,0,0,0,-0.00387162,-0.0220265,-2.50079,2.50087,0.0117555,1.6105,27.9693,
0.37256,1.18321,0.523569,0,0,0,0.00351065,0.0294707,-2.52492,2.52505,0.0163641,1.6105,27.9897,
0.386626,1.19828,0.52602,0,0,0,0.00173663,0.034933,-2.51434,2.51447,0.0170307,1.61767,28.0123,
0.386561,1.19415,0.52198,0,0,0,0.00510067,-0.0266317,-2.54903,2.54902,0.0141349,1.61767,28.0286,
0.402787,1.2123,0.527583,0,0,0,0.00384042,0.0143563,-2.50804,2.50808,0.00974464,1.62597,28.0419,
0.40007,1.20684,0.524088,0,0,0,-0.00141386,-0.0159715,-2.52902,2.52905,0.00909495,1.62862,28.0533,
0.386944,1.18989,0.523445,0,0,0,-0.00910871,0.0236129,-2.54887,2.54881,0.00910091,1.62862,28.0657,
0.404315,1.2081,0.52439,0,0,0,0.00668713,-0.0149307,-2.52641,2.52638,0.0130811,1.63445,28.0862,
0.386131,1.18616,0.526226,0,0,0,-0.00569906,0.0913248,-2.55542,2.55579,0.00897431,1.63566,28.098,
0.399469,1.20049,0.527782,0,0,0,-0.00468252,0.0748081,-2.54004,2.5403,0.0111153,1.63891,28.1177,
0.386112,1.18144,0.525592,0,0,0,-0.0206414,0.100315,-2.58513,2.58485,0.0154777,1.6434,28.1405,
0.425098,1.22683,0.526608,0,0,0,-0.00111096,0.00681128,-2.50304,2.50304,0.0106673,1.6434,28.1545,
0.427823,1.22937,0.52748,0,0,0,0.00453196,0.0127378,-2.50777,2.50782,0.00841165,1.64793,28.1654,
0.414032,1.21049,0.522384,0,0,0,-0.00345309,-0.00727657,-2.53977,2.53978,0.0157702,1.65375,28.1907,
