0212_led.csv
x,y,z,st_x,st_y,st_z,r,p,y,ori,ms,dpth,t
1.59583,1.57291,0.711051,1.19848,1.64148,0.667612,-0.214193,0.329169,2.44978,2.49841,0.0101254,1.32529,33.6642,
1.56048,1.61494,0.720299,1.17604,1.66269,0.667586,-0.232337,0.374135,2.45259,2.51266,0.0125208,1.32533,33.6834,
1.54923,1.62028,0.709342,1.14914,1.68723,0.667664,-0.234977,0.313255,2.45575,2.50571,0.0164509,1.32489,33.7046,
1.50066,1.6563,0.702787,1.12173,1.71108,0.667781,-0.229608,0.309097,2.4384,2.48697,0.00936127,1.3254,33.7179,
1.49998,1.68073,0.713442,1.08926,1.73812,0.668067,-0.237403,0.372502,2.481,2.54116,0.0110657,1.32474,33.7321,
1.47168,1.72655,0.707145,1.08187,1.74356,0.667946,-0.227673,0.315902,2.54663,2.59375,0.018028,1.32356,33.7577,
1.46257,1.7276,0.711571,1.05283,1.76604,0.667669,-0.232151,0.308266,2.52622,2.57337,0.010108,1.32356,33.771,
1.42878,1.75957,0.710825,1.05283,1.76604,0.667669,-0.233905,0.321072,2.54966,2.59874,0.00959706,1.32326,33.7834,
1.38225,1.79892,0.706148,1.0061,1.80154,0.667404,-0.232994,0.300901,2.57599,2.62115,0.0107551,1.32219,33.7993,
1.39266,1.79929,0.715929,0.985227,1.81641,0.667509,-0.226331,0.343692,2.60513,2.65514,0.0127337,1.32219,33.8192,
1.33951,1.84821,0.708591,0.95523,1.83719,0.667716,-0.23346,0.295406,2.60953,2.65329,0.0113993,1.32242,33.8331,
1.32433,1.87562,0.712861,0.915283,1.86284,0.667572,-0.212453,0.33273,2.65391,2.69854,0.0152664,1.32113,33.8561,
1.29133,1.90155,0.713776,0.911878,1.86446,0.667572,-0.230286,0.313763,2.65655,2.70164,0.0121467,1.32089,33.8715,
1.26789,1.9125,0.708631,0.911878,1.86446,0.667572,-0.231058,0.287089,2.65788,2.69908,0.0112398,1.3198,33.8862,
1.23257,1.94086,0.716253,0.852245,1.90015,0.667097,-0.225408,0.344075,2.69063,2.73865,0.0116427,1.31995,33.901,
1.20036,1.95357,0.703875,0.820386,1.91804,0.667409,-0.237054,0.324221,2.65961,2.70749,0.0105381,1.32076,33.9167,
1.19532,1.98215,0.716355,0.788004,1.9345,0.667964,-0.237434,0.303067,2.72429,2.76775,0.0137348,1.32095,33.9338,
1.14884,2.00682,0.708185,0.755232,1.95024,0.668279,-0.247717,0.284814,2.7397,2.78189,0.0119176,1.32223,33.9518,
1.13262,2.01897,0.711151,0.755232,1.95024,0.668279,-0.245201,0.251538,2.75242,2.78908,0.00957417,1.32237,33.9639,
1.11012,2.04252,0.710152,0.722098,1.96565,0.667852,-0.251978,0.247727,2.77413,2.81089,0.00912166,1.32282,33.98,
1.08702,2.05916,0.713996,0.688625,1.98058,0.667476,-0.244572,0.263402,2.80186,2.83935,0.010725,1.32343,34.0003,
1.01179,2.09436,0.70625,0.621078,2.00815,0.666943,-0.256421,0.247977,2.80344,2.84041,0.0240495,1.32352,34.0332,
0.968262,2.10072,0.698503,0.621078,2.00815,0.666943,-0.260819,0.242113,2.79165,2.82857,0.0112715,1.32522,34.0465,
0.971126,2.13234,0.722311,0.59702,2.01681,0.666897,-0.254197,0.297873,2.86408,2.90696,0.0100167,1.32576,34.0588,
0.945624,2.13977,0.717832,0.562993,2.02917,0.666705,-0.238977,0.279578,2.86553,2.90337,0.00890279,1.32758,34.07,
0.939352,2.15686,0.718484,0.562993,2.02917,0.666705,-0.240345,0.254968,2.90219,2.93632,0.0112238,1.32859,34.0842,
0.882727,2.16767,0.70963,0.523239,2.04272,0.666292,-0.25069,0.273927,2.86892,2.90771,0.00980353,1.32966,34.0987,
0.86633,2.17761,0.709468,0.482634,2.05444,0.66611,-0.239093,0.302206,2.90099,2.94131,0.00929117,1.33096,34.1162,
0.822348,2.18924,0.70639,0.44173,2.06545,0.665707,-0.235994,0.306134,2.90531,2.94557,0.00909996,1.33132,34.1318,
0.794049,2.21153,0.717898,0.411528,2.07335,0.665096,-0.252945,0.300921,2.93732,2.97903,0.0142195,1.335,34.156,
0.753909,2.23032,0.713043,0.411528,2.07335,0.665096,-0.262166,0.280284,2.97505,3.01459,0.00955343,1.33672,34.1686,
0.756927,2.2389,0.717538,0.370423,2.08325,0.664681,-0.265129,0.266121,2.98569,3.02347,0.0111089,1.33682,34.185,
0.676759,2.25586,0.705641,0.303517,2.09606,0.665045,-0.259036,0.293014,2.98663,3.02726,0.0189693,1.33835,34.2117,
0.668377,2.27213,0.714227,0.303517,2.09606,0.665045,-0.245614,0.303787,3.0189,3.05828,0.0107651,1.33911,34.2249,
0.624008,2.26717,0.708958,0.267193,2.10193,0.664605,-0.260063,0.349745,2.99554,3.04407,0.00965858,1.33921,34.2364,
0.59571,2.27628,0.709613,0.230956,2.10741,0.663656,-0.253918,0.301141,3.01819,3.05853,0.00985169,1.3404,34.2504,
0.553757,2.28638,0.708641,0.230956,2.10741,0.663656,-0.244161,0.316813,3.04344,3.08379,0.0110176,1.34122,34.2676,
0.536155,2.2969,0.708114,0.189255,2.11317,0.663234,-0.252377,0.307132,3.05342,3.09364,0.0140193,1.34278,34.2876,
0.494812,2.30217,0.711726,0.15846,2.11642,0.663636,-0.245757,0.346167,3.0647,3.10862,0.00989127,1.34364,34.3,
0.463084,2.31465,0.710654,0.122041,2.11932,0.663792,-0.244346,0.329661,3.1112,3.13136,0.0103843,1.34466,34.3179,
0.459819,2.32484,0.708794,0.0800244,2.12211,0.663219,-0.249198,0.349436,3.09853,3.14047,0.00999832,1.34502,34.3337,
0.376828,2.3287,0.705807,0.0487809,2.12326,0.662611,-0.237089,0.326778,3.13765,3.10698,0.0136306,1.34547,34.3608,
0.391301,2.34739,0.713408,0.0121081,2.12413,0.661868,-0.21074,0.314822,-3.07188,3.04014,0.00920653,1.34538,34.3728,
0.317436,2.34973,0.713508,-0.0244261,2.12496,0.661424,-0.235311,0.358003,-3.07484,3.03454,0.0203154,1.34653,34.4015,
0.303964,2.35648,0.717296,-0.0608775,2.1248,0.660634,-0.213245,0.348235,-3.0393,3.00453,0.0101738,1.34716,34.4153,
0.254282,2.35468,0.718635,-0.097367,2.12349,0.660231,-0.222,0.356045,-3.05206,3.01477,0.0116377,1.34855,34.4299,
0.244519,2.35676,0.717165,-0.097367,2.12349,0.660231,-0.208627,0.372111,-3.03083,2.99479,0.00981569,1.34889,34.4431,
0.204316,2.34439,0.710901,-0.133919,2.12124,0.659647,-0.219913,0.368713,-3.0569,3.01859,0.00974321,1.34981,34.4556,
0.171969,2.36181,0.716238,-0.133919,2.12124,0.659647,-0.206363,0.379828,-2.98281,2.94759,0.00994182,1.35062,34.4685,
0.161104,2.37146,0.716469,-0.17053,2.11785,0.659308,-0.198645,0.362893,-2.94687,2.91521,0.00938749,1.35075,34.4826,
0.114248,2.37063,0.713417,-0.201652,2.11399,0.659235,-0.209411,0.322353,-2.95148,2.92142,0.00969243,1.35065,34.5012,
0.033786,2.34008,0.697702,-0.243353,2.1078,0.658823,-0.219827,0.329786,-2.99353,2.9604,0.0110898,1.35081,34.52,
0.0420129,2.35498,0.712081,-0.284821,2.101,0.658439,-0.211885,0.349006,-2.95162,2.91882,0.00991273,1.35121,34.535,
0.0131489,2.36793,0.721401,-0.320817,2.09467,0.65838,-0.210574,0.378836,-2.9107,2.8765,0.0131147,1.35183,34.5543,
-0.0509992,2.34485,0.704009,-0.356784,2.0875,0.658301,-0.220488,0.357927,-2.93707,2.90237,0.0122261,1.3522,34.5758,
-0.0908095,2.34785,0.704245,-0.387176,2.08021,0.657982,-0.208608,0.351722,-2.90558,2.87404,0.0114899,1.35164,34.5914,
-0.0940773,2.3729,0.71357,-0.422815,2.0709,0.65743,-0.185755,0.355101,-2.80987,2.78376,0.0140529,1.35061,34.6111,
-0.0892388,2.3754,0.726114,-0.422815,2.0709,0.65743,-0.18705,0.395433,-2.81984,2.79083,0.00930285,1.35061,34.6222,
-0.166604,2.34771,0.7133,-0.4586,2.06192,0.656493,-0.208306,0.379118,-2.83086,2.79892,0.0139441,1.34973,34.6455,
-0.229575,2.32761,0.701328,-0.493933,2.05264,0.656325,-0.210416,0.316875,-2.83365,2.80607,0.0130787,1.34963,34.6624,
-0.239974,2.34425,0.714618,-0.508014,2.0483,0.656436,-0.201892,0.374166,-2.79519,2.76552,0.0116148,1.34921,34.6774,
-0.271898,2.3359,0.712008,-0.508014,2.0483,0.656436,-0.199674,0.372297,-2.77152,2.74288,0.00962186,1.34869,34.6897,
-0.268645,2.35852,0.726545,-0.553132,2.03385,0.65667,-0.186831,0.377837,-2.71395,2.68847,0.0107579,1.34808,34.704,
-0.354936,2.33815,0.713088,-0.592875,2.02017,0.656405,-0.198971,0.3295,-2.69381,2.66958,0.0163298,1.34488,34.7283,
-0.373608,2.33212,0.715383,-0.61714,2.01128,0.656167,-0.200598,0.366525,-2.69844,2.67168,0.0103371,1.34429,34.743,
-0.375653,2.35084,0.724775,-0.656389,1.99628,0.655746,-0.18691,0.349763,-2.64298,2.62043,0.00867152,1.34337,34.7539,
-0.45715,2.30046,0.713321,-0.695015,1.98033,0.65555,-0.209166,0.361339,-2.69293,2.66525,0.0132065,1.34213,34.7747,
-0.480893,2.30561,0.7262,-0.733233,1.96389,0.655525,-0.194214,0.353761,-2.62946,2.6059,0.013921,1.34197,34.7926,
-0.514756,2.28928,0.724241,-0.733233,1.96389,0.655525,-0.208318,0.394353,-2.66085,2.63217,0.0100181,1.34242,34.8067,
-0.545756,2.2857,0.71628,-0.766349,1.94882,0.655187,-0.197062,0.330306,-2.60637,2.58408,0.0139341,1.34201,34.8246,
-0.585248,2.27648,0.711398,-0.799007,1.93264,0.655101,-0.208844,0.348685,-2.60875,2.58375,0.0103071,1.34119,34.8382,
-0.611935,2.26199,0.715718,-0.836394,1.91262,0.655273,-0.208447,0.32965,-2.60965,2.58577,0.00922966,1.34033,34.8523,
-0.653843,2.24785,0.71317,-0.836394,1.91262,0.655273,-0.206682,0.304953,-2.58535,2.56362,0.00922132,1.33958,34.8687,
-0.687657,2.22973,0.714388,-0.863618,1.89779,0.654982,-0.216358,0.304043,-2.57109,2.54851,0.0124071,1.33861,34.8898,
-0.709856,2.2375,0.72245,-0.895782,1.87998,0.654093,-0.202668,0.350213,-2.52864,2.50622,0.0110495,1.33918,34.9053,
-0.737728,2.21491,0.715747,-0.927267,1.86201,0.653521,-0.208863,0.321022,-2.52679,2.50501,0.0143726,1.33866,34.925,
-0.755195,2.20716,0.715781,-0.958356,1.84274,0.653536,-0.208945,0.359944,-2.53655,2.5126,0.00930047,1.33241,34.9368,
-0.801658,2.2109,0.719569,-0.993451,1.81923,0.653845,-0.194396,0.261944,-2.45988,2.4439,0.0101707,1.33772,34.9547,
-0.86228,2.14848,0.708231,-1.00957,1.80749,0.653609,-0.226883,0.35593,-2.55186,2.52516,0.0101891,1.33684,34.9702,
-0.896981,2.12629,0.711698,-1.05227,1.77619,0.652951,-0.235998,0.373385,-2.54808,2.51912,0.0158751,1.33654,34.9953,
-0.924387,2.13027,0.714181,-1.07653,1.75767,0.652699,-0.215578,0.363728,-2.4535,2.43045,0.0139377,1.33514,35.013,
-0.948191,2.11135,0.71291,-1.07653,1.75767,0.652699,-0.215673,0.311316,-2.45019,2.42962,0.00966263,1.33524,35.0254,
-0.978059,2.10822,0.717755,-1.10492,1.73508,0.653583,-0.207566,0.359044,-2.41476,2.39397,0.00968385,1.33539,35.0386,
-0.999876,2.10004,0.725371,-1.13671,1.70803,0.65405,-0.200612,0.350209,-2.39762,2.37849,0.0106738,1.33595,35.0563,
-1.02896,2.09854,0.720067,-1.15988,1.68756,0.654116,-0.20299,0.355967,-2.33403,2.31595,0.0153387,1.33586,35.0756,
-1.0722,2.05764,0.71632,-1.15988,1.68756,0.654116,-0.218285,0.328313,-2.36857,2.34865,0.0107098,1.33596,35.0895,
-1.08493,2.06978,0.726052,-1.18654,1.66298,0.654124,-0.204814,0.330202,-2.29745,2.28067,0.00945091,1.33597,35.1036,
-1.13009,2.00487,0.709471,-1.21313,1.63765,0.653894,-0.233424,0.296488,-2.37141,2.35132,0.00864577,1.3362,35.1194,
-1.16696,1.97845,0.711273,-1.23919,1.61243,0.6534,-0.228968,0.337713,-2.34084,2.3199,0.0147893,1.33738,35.1452,
-1.17252,2.0213,0.732964,-1.26462,1.58645,0.653103,-0.208992,0.360968,-2.26125,2.24412,0.00962019,1.33852,35.1584,
-1.21417,1.96898,0.721006,-1.28954,1.55971,0.653109,-0.218191,0.338048,-2.26948,2.25155,0.0138645,1.33877,35.176,
-1.24911,1.93561,0.724287,-1.31395,1.53246,0.652922,-0.225258,0.317407,-2.25387,2.23621,0.0157526,1.34089,35.1967,
-1.29157,1.88288,0.709412,-1.33803,1.50473,0.6528,-0.2351,0.319973,-2.26464,2.2456,0.0111017,1.34097,35.2119,
-1.30365,1.90268,0.721258,-1.33803,1.50473,0.6528,-0.219047,0.313009,-2.21013,2.19426,0.0117824,1.34122,35.2265,
-1.35333,1.87269,0.721054,-1.38382,1.4473,0.653299,-0.224489,0.336346,-2.18346,2.16702,0.0153277,1.34117,35.2504,
-1.36393,1.84963,0.719666,-1.38382,1.4473,0.653299,-0.237871,0.338958,-2.19199,2.1738,0.0124104,1.34166,35.2651,
-1.37909,1.82383,0.721599,-1.40944,1.4142,0.653015,-0.240967,0.313845,-2.19254,2.17491,0.00867295,1.34242,35.2761,
-1.41393,1.7938,0.719198,-1.40944,1.4142,0.653015,-0.245177,0.315965,-2.16669,2.14923,0.00900149,1.34434,35.2883,
-1.42485,1.79473,0.721645,-1.41136,1.41095,0.653015,-0.25378,0.363028,-2.16498,2.14509,0.00864911,1.34499,35.3054,
-1.4586,1.75021,0.71623,-1.44933,1.35947,0.652567,-0.23929,0.365875,-2.14492,2.12726,0.00888729,1.34496,35.3202,
-1.48662,1.72671,0.716525,-1.46912,1.32895,0.65281,-0.244174,0.354179,-2.12871,2.11124,0.0129812,1.34517,35.3445,
-1.53389,1.66977,0.713315,-1.50833,1.26693,0.652148,-0.231654,0.320041,-2.07529,2.06131,0.0245414,1.34649,35.3739,
-1.55396,1.63598,0.719317,-1.52734,1.23571,0.651657,-0.247103,0.328132,-2.09123,2.07521,0.0135336,1.3477,35.3902,
-1.56767,1.64615,0.723452,-1.52734,1.23571,0.651657,-0.232319,0.346611,-2.0336,2.02035,0.0095346,1.34788,35.4025,
-1.58163,1.6069,0.712607,-1.54555,1.20357,0.651809,-0.255112,0.313141,-2.0489,2.03383,0.00926375,1.34899,35.4135,
-1.59607,1.59703,0.717619,-1.54555,1.20357,0.651809,-0.233457,0.34914,-2.02837,2.01514,0.00894594,1.34888,35.4253,
-1.69274,1.46818,0.711469,-1.61128,1.06627,0.650996,-0.243614,0.331048,-1.95435,1.9426,0.0404084,1.3497,35.5048,
-1.70477,1.45803,0.719369,-1.62326,1.03719,0.651097,-0.239081,0.323842,-1.93524,1.92449,0.00929713,1.35546,35.5162,
-1.78679,1.28547,0.712183,-1.66657,0.920136,0.650497,-0.242713,0.297568,-1.87343,1.86447,0.0344198,1.35286,35.59,
-1.81196,1.27435,0.720706,-1.66657,0.920136,0.650497,-0.229356,0.318032,-1.82536,1.81865,0.0118001,1.35249,35.6114,
-1.8197,1.24996,0.72145,-1.68401,0.863793,0.650132,-0.236511,0.353083,-1.82202,1.81536,0.0128689,1.35207,35.6286,
-1.83663,1.21289,0.723806,-1.69571,0.822887,0.649552,-0.243151,0.345323,-1.80178,1.79517,0.0111527,1.35216,35.6423,
-1.86368,1.18244,0.724805,-1.70389,0.792531,0.649258,-0.143832,0.342869,-1.51221,1.52415,0.0103743,1.35142,35.6595,
-1.87088,1.14328,0.723751,-1.71287,0.756828,0.649115,-0.24019,0.337921,-1.74894,1.74432,0.0161443,1.35097,35.6817,
-1.87676,1.1129,0.717974,-1.72098,0.720767,0.649427,-0.247537,0.321837,-1.75303,1.74755,0.00977468,1.35013,35.6944,
-1.88963,1.06056,0.710177,-1.72788,0.684978,0.649426,-0.241328,0.284143,-1.73909,1.73417,0.0109162,1.34879,35.7099,
-1.90998,1.0359,0.719585,-1.73424,0.648934,0.649141,-0.231192,0.358221,-1.69622,1.69492,0.0143611,1.34717,35.7301,
-1.91151,1.00876,0.716802,-1.73424,0.648934,0.649141,-0.236073,0.312608,-1.70892,1.70545,0.0103927,1.34704,35.7436,
-1.91513,0.941121,0.712558,-1.74032,0.612769,0.648914,-0.244655,0.312088,-1.69874,1.69517,0.0143983,1.34637,35.7635,
-1.93352,0.962989,0.721321,-1.74679,0.571198,0.648626,-0.234133,0.309659,-1.66044,1.65865,0.008641,1.34623,35.775,
-1.94159,0.908886,0.715493,-1.75046,0.539966,0.648818,-0.232248,0.315038,-1.65245,1.65117,0.0117989,1.34531,35.7947,
-1.96665,0.865762,0.720974,-1.75376,0.498184,0.649008,-0.214888,0.355032,-1.57898,1.58354,0.017637,1.34263,35.8192,
-1.9533,0.809914,0.714823,-1.75626,0.461643,0.648872,-0.223985,0.344209,-1.63686,1.63779,0.00987363,1.3423,35.832,
-1.95231,0.792033,0.710571,-1.75626,0.461643,0.648872,-0.240968,0.357198,-1.63883,1.63918,0.00966501,1.34168,35.8449,
-1.96891,0.743921,0.717773,-1.75796,0.43056,0.648474,-0.228615,0.363381,-1.57429,1.57867,0.0120368,1.34067,35.8629,
-1.9858,0.709295,0.719872,-1.75925,0.39416,0.647856,-0.224518,0.337887,-1.54177,1.54619,0.0199587,1.33896,35.8886,
-1.9956,0.69117,0.723309,-1.75927,0.363194,0.647622,-0.210928,0.326463,-1.50692,1.51273,0.0102479,1.3387,35.902,
-1.98575,0.642504,0.718463,-1.75849,0.315575,0.647499,-0.215671,0.340123,-1.52116,1.52707,0.00918674,1.33863,35.9141,
-1.98163,0.588404,0.71585,-1.75849,0.315575,0.647499,-0.218299,0.326141,-1.51998,1.52488,0.00937819,1.33871,35.9286,
-1.99627,0.589341,0.716921,-1.75692,0.284528,0.647357,-0.209906,0.313609,-1.48592,1.49174,0.0134351,1.33816,35.9473,
-2.00684,0.53815,0.715638,-1.75366,0.242741,0.64699,-0.21255,0.320603,-1.44517,1.453,0.0149283,1.33647,35.9687,
-2.02326,0.543663,0.722413,-1.75026,0.20593,0.647801,-0.198264,0.330084,-1.4055,1.41646,0.0117977,1.33615,35.9832,
-2.01195,0.497169,0.719172,-1.74562,0.169739,0.648036,-0.208961,0.332451,-1.43071,1.44028,0.010675,1.33562,35.997,
-2.00713,0.44021,0.721214,-1.74186,0.138417,0.648114,-0.203731,0.30054,-1.40039,1.40883,0.0118246,1.3355,36.0115,
-2.00394,0.402486,0.714272,-1.73766,0.107504,0.647254,-0.212296,0.288777,-1.37957,1.38779,0.0150838,1.33534,36.0347,
-2.02252,0.382592,0.721326,-1.73766,0.107504,0.647254,-0.205856,0.290279,-1.32392,1.33459,0.00962472,1.3346,36.0477,
-2.03069,0.366018,0.722975,-1.73123,0.0656328,0.647584,-0.208562,0.332029,-1.29419,1.31027,0.00979519,1.33427,36.0652,
-2.01254,0.301385,0.712785,-1.72247,0.0241968,0.64792,-0.203329,0.304311,-1.30702,1.31971,0.013341,1.33343,36.0846,
-1.966,0.21408,0.694372,-1.71562,-0.00658505,0.647967,-0.293695,0.300399,-1.47094,1.47555,0.0131595,1.33262,36.1039,
-2.01439,0.247282,0.720335,-1.70734,-0.0426726,0.647246,-0.211734,0.266828,-1.27342,1.28431,0.0115039,1.33294,36.12,
-2.00821,0.199329,0.719154,-1.69861,-0.0785441,0.646879,-0.221024,0.269546,-1.24963,1.26186,0.00902033,1.33291,36.1319,
-1.986,0.161366,0.709919,-1.69861,-0.0785441,0.646879,-0.220086,0.309482,-1.28506,1.29904,0.00928831,1.33246,36.1445,
-1.9746,0.0925525,0.707391,-1.68882,-0.114201,0.647365,-0.212213,0.321524,-1.26488,1.28122,0.0165977,1.33154,36.1673,
-1.98208,0.0748837,0.717336,-1.67601,-0.154883,0.648397,-0.21046,0.347281,-1.23648,1.25764,0.0107007,1.33129,36.1813,
-1.99229,0.0723255,0.712663,-1.66587,-0.184497,0.648486,-0.220825,0.317359,-1.19215,1.21195,0.0108488,1.33113,36.1965,
-1.97122,0.0169672,0.7108,-1.66261,-0.193309,0.648475,-0.215684,0.295925,-1.19742,1.21445,0.0107343,1.33084,36.2107,
-1.97063,-0.0180244,0.711215,-1.63897,-0.259212,0.648221,-0.214688,0.305032,-1.15692,1.17719,0.0132759,1.32999,36.2344,
-1.94746,-0.0579761,0.707789,-1.63897,-0.259212,0.648221,-0.218068,0.291044,-1.16685,1.185,0.00951815,1.32999,36.2472,
-1.97414,-0.0676529,0.718702,-1.6254,-0.293452,0.648224,-0.203643,0.291534,-1.09609,1.1179,0.0096004,1.33022,36.2614,
-1.9646,-0.116383,0.723091,-1.61127,-0.327668,0.648168,-0.19935,0.305344,-1.0637,1.08936,0.0179176,1.33134,36.287,
-1.93901,-0.160392,0.711779,-1.59612,-0.361308,0.648095,-0.217234,0.271073,-1.09303,1.11292,0.0102482,1.33116,36.3008,
-1.92982,-0.189048,0.718136,-1.58251,-0.389429,0.648177,-0.21147,0.2648,-1.05646,1.07738,0.010179,1.33187,36.3129,
-1.94266,-0.208137,0.723402,-1.58251,-0.389429,0.648177,-0.219546,0.32157,-1.02597,1.05734,0.00990105,1.33242,36.3296,
-1.93124,-0.249326,0.721455,-1.56343,-0.427762,0.64826,-0.208064,0.27534,-0.986305,1.01262,0.0121915,1.33251,36.3468,
-1.90787,-0.279693,0.718317,-1.5488,-0.455411,0.648603,-0.215876,0.298081,-1.01724,1.0453,0.0131507,1.33268,36.3671,
-1.85655,-0.349202,0.70841,-1.53086,-0.487801,0.648552,-0.229202,0.294591,-1.03609,1.06298,0.0169983,1.33371,36.3892,
-1.85137,-0.372404,0.714492,-1.51261,-0.520231,0.648094,-0.22489,0.316137,-1.00727,1.03936,0.00976324,1.33482,36.403,
-1.84738,-0.387584,0.712611,-1.49389,-0.552102,0.647897,-0.21751,0.311518,-0.990164,1.02247,0.00937986,1.33435,36.4148,
-1.84461,-0.414054,0.709043,-1.47419,-0.583592,0.648196,-0.212391,0.294082,-0.962021,0.993206,0.0109749,1.33455,36.431,
-1.84234,-0.45717,0.718458,-1.47419,-0.583592,0.648196,-0.199074,0.305077,-0.895052,0.932875,0.0133977,1.33457,36.4502,
-1.83632,-0.456837,0.718328,-1.45381,-0.614552,0.648991,-0.207748,0.379515,-0.918156,0.971646,0.0108323,1.33457,36.4652,
-1.77543,-0.532894,0.713219,-1.42965,-0.648999,0.648739,-0.209659,0.299248,-0.912087,0.947924,0.0135818,1.33505,36.4842,
-1.76578,-0.556951,0.713316,-1.4117,-0.674515,0.648113,-0.212427,0.300273,-0.898613,0.935948,0.0180767,1.33601,36.5073,
-1.74721,-0.59952,0.71668,-1.40007,-0.691196,0.648245,-0.217696,0.337274,-0.892023,0.938186,0.010077,1.33648,36.5204,
-1.75097,-0.612404,0.713691,-1.36458,-0.738255,0.649184,-0.203998,0.306645,-0.848041,0.890669,0.0105751,1.33671,36.5336,
-1.7327,-0.633281,0.714326,-1.36458,-0.738255,0.649184,-0.216928,0.348375,-0.840687,0.89512,0.00903559,1.33659,36.5455,
-1.70859,-0.678217,0.717268,-1.31692,-0.794391,0.650145,-0.214767,0.335275,-0.828428,0.880719,0.0173264,1.33744,36.5721,
-1.67765,-0.708433,0.712343,-1.31692,-0.794391,0.650145,-0.212081,0.328348,-0.823773,0.874627,0.00920177,1.33786,36.583,
-1.7126,-0.720602,0.727472,-1.29234,-0.821795,0.649719,-0.185618,0.344831,-0.716105,0.78322,0.00942969,1.3387,36.597,
-1.67981,-0.742854,0.724963,-1.27083,-0.844506,0.649443,-0.188164,0.340229,-0.743903,0.805983,0.0145538,1.33984,36.6186,
-1.64902,-0.778177,0.71915,-1.24113,-0.874865,0.64948,-0.206363,0.335461,-0.732905,0.796363,0.011894,1.34021,36.6342,
-1.63008,-0.816928,0.725851,-1.24113,-0.874865,0.64948,-0.210015,0.333431,-0.695801,0.764221,0.00970197,1.34096,36.6474,
-1.59771,-0.83755,0.719104,-1.21859,-0.896801,0.649567,-0.216262,0.318587,-0.729277,0.789244,0.0136385,1.34193,36.6684,
-1.5826,-0.859033,0.720129,-1.18751,-0.925612,0.649507,-0.220542,0.316947,-0.714171,0.776196,0.00985193,1.34224,36.6801,
-1.57592,-0.892398,0.721281,-1.16395,-0.946228,0.649805,-0.20304,0.331264,-0.633167,0.709835,0.0111966,1.34297,36.7008,
-1.51237,-0.935662,0.713393,-1.1316,-0.973506,0.650733,-0.213174,0.298924,-0.669664,0.73158,0.0189393,1.34382,36.7237,
-1.53443,-0.945737,0.72857,-1.11129,-0.989834,0.650936,-0.200654,0.331376,-0.605251,0.686454,0.00998187,1.34505,36.7362,
-1.4905,-0.974137,0.721656,-1.11129,-0.989834,0.650936,-0.21798,0.331378,-0.62958,0.708947,0.0123196,1.34611,36.7512,
-1.492,-0.980639,0.722866,-1.07804,-1.01597,0.650642,-0.203457,0.314048,-0.59873,0.675078,0.0120564,1.3466,36.7669,
-1.44761,-1.03138,0.719645,-1.01829,-1.05999,0.650955,-0.204979,0.304382,-0.560078,0.63998,0.0181179,1.34818,36.7928,
-1.42574,-1.04598,0.719488,-1.01829,-1.05999,0.650955,-0.220254,0.298677,-0.578263,0.655655,0.00899196,1.3468,36.8039,
-1.3921,-1.06628,0.712935,-0.991969,-1.0772,0.651344,-0.216849,0.306931,-0.564121,0.646388,0.00878549,1.34909,36.8156,
-1.38452,-1.09372,0.720284,-0.956386,-1.10037,0.651745,-0.20868,0.32722,-0.531673,0.626953,0.00951767,1.34974,36.8304,
-1.35242,-1.11991,0.720956,-0.924979,-1.11969,0.651286,-0.214519,0.301887,-0.507814,0.599049,0.0154858,1.35026,36.8554,
-1.30778,-1.15101,0.720922,-0.89344,-1.13901,0.650938,-0.224985,0.31804,-0.495053,0.598259,0.0119164,1.35053,36.8713,
-1.29997,-1.16038,0.721626,-0.89344,-1.13901,0.650938,-0.214843,0.339033,-0.493535,0.604181,0.00954628,1.35028,36.8849,
-1.27071,-1.18632,0.721471,-0.861602,-1.1578,0.651137,-0.222855,0.332997,-0.482112,0.594689,0.00909448,1.35136,36.8995,
-1.23953,-1.21853,0.719565,-0.829264,-1.17514,0.651827,-0.218164,0.300571,-0.420843,0.533919,0.016891,1.34962,36.9254,
-1.20386,-1.24461,0.721583,-0.796329,-1.19138,0.652028,-0.218256,0.311317,-0.436061,0.54992,0.0103047,1.35151,36.9382,
-1.19842,-1.25294,0.722128,-0.796329,-1.19138,0.652028,-0.223494,0.303786,-0.401775,0.523541,0.00869393,1.34989,36.9497,
-1.15915,-1.26237,0.720884,-0.763591,-1.20773,0.652619,-0.221425,0.318622,-0.409177,0.535355,0.00975823,1.35016,36.9643,
-1.11024,-1.28731,0.715327,-0.725464,-1.22579,0.65227,-0.234515,0.321209,-0.416081,0.545174,0.014997,1.35158,36.9889,
-1.09207,-1.31462,0.719743,-0.69189,-1.24103,0.651742,-0.223724,0.298562,-0.350799,0.486857,0.0115373,1.35118,37.0034,
-1.05011,-1.31812,0.710449,-0.662869,-1.25294,0.65154,-0.22953,0.283393,-0.388435,0.506554,0.00854015,1.35141,37.0154,
-1.06005,-1.34485,0.727027,-0.62336,-1.26815,0.651493,-0.220093,0.296847,-0.310384,0.459537,0.00914526,1.35161,37.0325,
-1.00697,-1.36345,0.728784,-0.588797,-1.28104,0.651441,-0.216484,0.359463,-0.30211,0.49194,0.0116627,1.35277,37.0514,
-0.993973,-1.37749,0.72862,-0.559154,-1.29116,0.651273,-0.213594,0.337428,-0.295819,0.473371,0.0157025,1.35416,37.0737,
