0212_4_uav.csv
x,y,z,r,p,y,ori,ms,dpth,t
-0.827798,0.0143505,0.447079,0.695261,3.07099,3.10335,2.44557,0,0,28.2373,
-0.814658,0.02492,0.447064,0.689799,3.06881,3.10089,2.45094,0,0,28.311,
-0.813412,0.0256498,0.447815,0.693487,3.07807,3.0947,2.44718,0,0,28.3277,
-0.783937,0.0503593,0.449756,0.692505,3.05437,3.11375,2.44863,0,0,28.5244,
-0.690791,0.129792,0.457863,0.689419,3.06447,3.10032,2.45127,0,0,29.1419,
-0.598474,0.202269,0.460089,0.693001,3.05151,3.09856,2.44755,0,0,29.7303,
-0.446989,-0.243902,0.463015,0.7124,3.04701,3.07636,2.42734,0,0,38.4717,
-0.460564,-0.252396,0.464326,0.708307,3.04924,3.08707,2.43183,0,0,38.5456,
-0.513069,-0.285275,0.465922,0.697227,3.06863,3.10158,2.44354,0,0,38.8162,
-0.537232,-0.30022,0.46635,0.698014,3.06441,3.11017,2.443,0,0,38.9184,
-0.541234,-0.303198,0.466427,0.705674,3.05732,3.10116,2.43502,0,0,38.9393,
-0.565493,-0.318314,0.467041,0.70895,3.05211,3.09295,2.43143,0,0,39.0505,
-0.568114,-0.320177,0.466883,0.707026,3.04884,3.09466,2.43339,0,0,39.0682,
-0.641014,-0.368063,0.467311,0.702463,3.05498,3.08403,2.43763,0,0,39.4363,
-0.649655,-0.373966,0.466797,0.704367,3.05653,3.0759,2.43549,0,0,39.4894,
-0.687946,-0.400183,0.465248,0.686674,3.04982,3.10418,2.45408,0,0,39.6852,
-0.702222,-0.409679,0.464569,0.688905,3.05472,3.09776,2.45163,0,0,39.7643,
-0.705762,-0.412518,0.464334,0.694659,3.04166,3.10453,2.44611,0,0,39.78,
-0.775322,-0.460914,0.463384,0.684643,3.0389,3.08674,2.45534,0,0,40.1578,
-0.778023,-0.462236,0.462827,0.689479,3.03923,3.10712,2.4514,0,0,40.1734,
-0.783064,-0.465494,0.462614,0.69324,3.05218,3.09865,2.44732,0,0,40.1991,
-0.788665,-0.469165,0.462445,0.692061,3.04726,3.10676,2.4488,0,0,40.225,
