0212_led_land.csv
x,y,z,st_x,st_y,st_z,r,p,y,ori,ms,dpth,t
-1.83423,0.825846,0.720559,-1.73182,0.661215,0.649644,-0.0369487,0.302799,-1.38732,1.40952,0.01635,1.5619,8.66399,
-1.83648,0.803439,0.718982,-1.73573,0.632393,0.649402,-0.0472292,0.25783,-1.38876,1.40322,0.016402,1.56124,8.68327,
-1.84591,0.798393,0.71902,-1.73781,0.617796,0.649573,-0.0494725,0.265097,-1.35003,1.36608,0.017314,1.56081,8.70402,
-1.8565,0.794611,0.725302,-1.73781,0.617796,0.649573,-0.047058,0.267891,-1.30897,1.32665,0.0185826,1.5609,8.72607,
-1.8634,0.784313,0.731837,-1.74227,0.588354,0.649467,-0.0313502,0.319734,-1.30216,1.3307,0.0158238,1.56011,8.74469,
-1.8719,0.781414,0.732077,-1.74227,0.588354,0.649467,-0.0393324,0.278781,-1.27279,1.29394,0.0187769,1.55957,8.76619,
-1.86835,0.7557,0.729627,-1.7456,0.563299,0.649451,-0.0319417,0.275703,-1.30147,1.32219,0.0181012,1.56007,8.78726,
-1.87968,0.75293,0.730661,-1.74856,0.544199,0.649668,-0.0257662,0.235729,-1.23042,1.24716,0.0152371,1.56102,8.80529,
-1.87277,0.698268,0.731466,-1.75018,0.529273,0.64947,-0.0383575,0.332937,-1.25241,1.28443,0.015713,1.5619,8.84741,
-1.86745,0.635347,0.723335,-1.75343,0.486456,0.649465,-0.0504162,0.285692,-1.26074,1.28218,0.0407977,1.56287,8.91404,
-1.86337,0.613769,0.715091,-1.75488,0.455086,0.649693,-0.0707716,0.197878,-1.29286,1.30047,0.0175912,1.56302,8.93575,
-1.88875,0.629744,0.724517,-1.75488,0.455086,0.649693,-0.0223437,0.231258,-1.19335,1.21051,0.0188689,1.56336,8.95739,
-1.87232,0.59194,0.716846,-1.75513,0.426296,0.649608,-0.0244811,0.252384,-1.22566,1.24527,0.0165834,1.5641,8.97831,
-1.87957,0.58975,0.729399,-1.75577,0.411911,0.649575,-0.00141207,0.276052,-1.17792,1.20591,0.0160413,1.56574,8.99759,
-1.87186,0.56268,0.72033,-1.75628,0.397277,0.64909,0.00288211,0.302619,-1.15887,1.19376,0.0169263,1.56651,9.01776,
-1.87686,0.55264,0.717775,-1.75628,0.397277,0.64909,0.00532281,0.32176,-1.16329,1.20284,0.0164258,1.56694,9.03652,
-1.86913,0.527639,0.718467,-1.75647,0.382489,0.649163,0.000478598,0.342479,-1.2076,1.24946,0.0157714,1.5677,9.05656,
-1.88469,0.536581,0.723511,-1.75631,0.367337,0.649511,0.00614045,0.305781,-1.1438,1.18047,0.0151072,1.56905,9.07663,
-1.88327,0.521021,0.724537,-1.75551,0.352897,0.649754,0.0161284,0.310394,-1.14647,1.1857,0.0149846,1.57095,9.09383,
-1.886,0.509072,0.719336,-1.75508,0.32361,0.649823,0.0114204,0.254039,-1.11726,1.14425,0.0197864,1.57262,9.11705,
-1.88131,0.491754,0.717587,-1.75508,0.32361,0.649823,-0.0140259,0.250107,-1.14651,1.16884,0.0174024,1.57377,9.13791,
-1.89325,0.498559,0.723135,-1.75209,0.294601,0.649745,-0.00338087,0.277791,-1.11517,1.14523,0.0148087,1.57427,9.15548,
-1.88593,0.460883,0.722466,-1.75006,0.280324,0.649719,-0.00847776,0.297874,-1.10714,1.14127,0.016166,1.57627,9.17549,
-1.88888,0.448989,0.721231,-1.75006,0.280324,0.649719,-0.00322215,0.258917,-1.09999,1.12658,0.020277,1.57749,9.19973,
-1.88929,0.434344,0.717965,-1.74712,0.259909,0.64962,-0.0020445,0.282093,-1.08533,1.11755,0.0162978,1.57871,9.21937,
-1.88996,0.413257,0.717761,-1.74478,0.236681,0.649427,-0.00450799,0.270829,-1.06777,1.09777,0.017792,1.57996,9.24153,
-1.89187,0.401038,0.714497,-1.74143,0.207883,0.649728,-0.0240276,0.227826,-1.08094,1.0999,0.0201581,1.58112,9.26475,
-1.89483,0.386024,0.724397,-1.74143,0.207883,0.649728,-0.00320694,0.303051,-1.03428,1.07342,0.0162191,1.58273,9.28357,
-1.89109,0.368886,0.718718,-1.74018,0.193057,0.650038,-0.024087,0.240548,-1.05315,1.07516,0.0166571,1.58454,9.30259,
-1.89059,0.355165,0.718618,-1.73879,0.178307,0.650141,-0.0366272,0.235661,-1.06937,1.08889,0.0165417,1.58563,9.32341,
-1.89592,0.347281,0.717413,-1.73692,0.163823,0.650095,-0.0288005,0.205038,-1.02675,1.04269,0.0184457,1.58625,9.34446,
-1.8677,0.309195,0.711718,-1.73538,0.148912,0.65034,-0.0354945,0.272379,-1.09646,1.1222,0.017642,1.58798,9.3677,
-1.88757,0.315314,0.719943,-1.73185,0.119352,0.649762,-0.00685442,0.286458,-1.04228,1.07649,0.0149884,1.58954,9.38575,
-1.88472,0.298852,0.717299,-1.72974,0.104784,0.64986,-0.00577946,0.215186,-1.03805,1.05752,0.0188501,1.59114,9.40921,
-1.88212,0.282556,0.720431,-1.72726,0.0906551,0.649771,-0.00856397,0.297259,-1.01576,1.0535,0.0161433,1.5924,9.43008,
-1.87933,0.262123,0.72073,-1.72726,0.0906551,0.649771,0.0192621,0.304571,-0.983449,1.0288,0.0191672,1.59401,9.45189,
-1.88536,0.257142,0.72438,-1.72456,0.0767182,0.649495,0.0067969,0.305265,-0.988088,1.03144,0.0161879,1.59517,9.47082,
-1.88744,0.248182,0.723506,-1.71899,0.0484891,0.649536,0.00905329,0.278728,-0.97776,1.01486,0.0152142,1.59581,9.48809,
-1.89369,0.240972,0.721049,-1.71642,0.0389082,0.649449,0.0219427,0.238899,-0.931735,0.962464,0.0159843,1.59716,9.50678,
-1.88385,0.219721,0.724755,-1.7127,0.0210428,0.650041,0.00992541,0.329579,-0.962434,1.0147,0.0179977,1.59887,9.52913,
-1.87471,0.199769,0.718709,-1.7127,0.0210428,0.650041,-0.0151587,0.274823,-0.975206,1.00827,0.0158131,1.60099,9.55084,
-1.86504,0.174869,0.713417,-1.706,-0.0071422,0.650016,-0.014453,0.271347,-0.980369,1.01247,0.014518,1.60143,9.56879,
-1.8916,0.182613,0.721652,-1.706,-0.0071422,0.650016,0.00147536,0.253532,-0.894767,0.927832,0.0182035,1.60721,9.58996,
-1.87445,0.159109,0.717437,-1.70261,-0.0210785,0.650043,-0.0210775,0.250167,-0.962364,0.989521,0.0155556,1.60406,9.6085,
-1.86385,0.138996,0.721151,-1.69661,-0.050421,0.649587,-0.0289583,0.277607,-0.958965,0.991834,0.0154126,1.60586,9.62637,
-1.85902,0.123148,0.717726,-1.69661,-0.050421,0.649587,-0.0259517,0.250115,-0.957148,0.983993,0.0186241,1.60708,9.64782,
-1.85543,0.114939,0.712661,-1.6936,-0.0652065,0.649455,-0.0214444,0.261152,-0.914365,0.94591,0.0194094,1.60791,9.67102,
-1.87403,0.1069,0.717272,-1.6899,-0.0795634,0.649505,-0.0264002,0.280018,-0.895538,0.932259,0.0170023,1.60903,9.69205,
-1.86868,0.0946218,0.723912,-1.68616,-0.0941827,0.650014,-0.0238547,0.288109,-0.899326,0.93833,0.0150476,1.61029,9.70947,
-1.86283,0.0800689,0.723458,-1.67869,-0.122019,0.649933,-0.0207909,0.261913,-0.892488,0.925233,0.0169685,1.61237,9.73015,
-1.8435,0.0543386,0.717279,-1.67515,-0.134276,0.649873,-0.03193,0.309786,-0.922081,0.964942,0.0156984,1.61646,9.75064,
-1.84567,0.0156761,0.718719,-1.65911,-0.179808,0.650083,-0.0152788,0.309221,-0.848762,0.898,0.0150366,1.61739,9.80155,
-1.84119,0.00176703,0.71796,-1.65911,-0.179808,0.650083,-0.011975,0.291775,-0.843119,0.887728,0.0167751,1.61799,9.82191,
-1.84696,-0.0053653,0.723279,-1.65491,-0.191449,0.650149,-0.00470863,0.31236,-0.841785,0.893932,0.0179648,1.61943,9.84228,
-1.82786,-0.0261047,0.715938,-1.65009,-0.205345,0.650035,-0.00270877,0.318512,-0.889629,0.940924,0.0189192,1.62031,9.86611,
-1.85287,-0.0214576,0.721692,-1.64545,-0.219737,0.650171,0.033035,0.274371,-0.783281,0.832492,0.0205536,1.62126,9.88982,
-1.83267,-0.0454489,0.722051,-1.64049,-0.233363,0.650131,0.0134205,0.338864,-0.811591,0.878056,0.0164022,1.62141,9.90931,
-1.81458,-0.071991,0.720849,-1.63042,-0.260851,0.650148,0.0118121,0.366149,-0.800195,0.877907,0.0160377,1.62222,9.92956,
-1.81199,-0.0833151,0.71873,-1.63042,-0.260851,0.650148,0.0187553,0.318367,-0.814682,0.874402,0.0163596,1.6226,9.94882,
-1.80867,-0.0928042,0.719832,-1.61951,-0.288215,0.65054,0.00839588,0.343366,-0.82251,0.888889,0.0146289,1.62306,9.96761,
-1.79604,-0.124108,0.719484,-1.61379,-0.301665,0.650408,0.00989839,0.358752,-0.802238,0.876491,0.0200913,1.62333,9.99175,
-1.80978,-0.125748,0.722602,-1.61379,-0.301665,0.650408,0.00553211,0.354407,-0.78346,0.857015,0.0163586,1.62334,10.011,
-1.79083,-0.148767,0.719443,-1.60783,-0.314672,0.65049,-0.0130127,0.355287,-0.808726,0.877335,0.0148787,1.62365,10.0311,
-1.79891,-0.157928,0.721788,-1.60574,-0.318197,0.650312,-0.00540387,0.303293,-0.752978,0.808308,0.0169129,1.62438,10.0517,
-1.78403,-0.177815,0.716419,-1.59596,-0.341479,0.650519,-0.0194793,0.268239,-0.779357,0.819727,0.0165324,1.62416,10.0709,
-1.79576,-0.180376,0.729049,-1.5838,-0.367933,0.650479,0.00323977,0.360659,-0.718942,0.801336,0.0152974,1.62436,10.0888,
-1.79144,-0.191764,0.724984,-1.5838,-0.367933,0.650479,0.00356194,0.30298,-0.732939,0.790979,0.0177863,1.62553,10.1109,
-1.78644,-0.215592,0.725173,-1.57775,-0.381411,0.650598,-0.0189694,0.313158,-0.709259,0.770125,0.0177391,1.62617,10.1308,
-1.79872,-0.213515,0.724868,-1.56508,-0.408019,0.65048,-0.0181769,0.220507,-0.679953,0.711801,0.014993,1.6255,10.149,
-1.77912,-0.231911,0.72488,-1.56508,-0.408019,0.65048,-0.0400678,0.272589,-0.753397,0.794765,0.015696,1.626,10.1671,
-1.79015,-0.23912,0.728802,-1.55213,-0.43437,0.650448,-0.020263,0.270326,-0.727546,0.771718,0.0159788,1.62697,10.1861,
-1.77328,-0.262137,0.724878,-1.55213,-0.43437,0.650448,-0.0190545,0.29465,-0.714617,0.768178,0.0150735,1.62694,10.2039,
-1.74541,-0.287575,0.71971,-1.54552,-0.447883,0.650591,-0.0240902,0.316992,-0.736483,0.795755,0.0168002,1.62727,10.2235,
-1.7263,-0.305225,0.719385,-1.53888,-0.461111,0.650701,-0.0266556,0.299539,-0.774803,0.824614,0.016685,1.62797,10.2444,
-1.74326,-0.305468,0.726629,-1.52506,-0.487419,0.650409,0.00405692,0.273639,-0.70557,0.755229,0.0196972,1.62874,10.2666,
-1.7338,-0.317486,0.722521,-1.51756,-0.500149,0.650271,0.0461939,0.366953,-0.683799,0.78138,0.0151708,1.62874,10.2842,
-1.75435,-0.329172,0.728657,-1.51756,-0.500149,0.650271,0.0569623,0.337748,-0.64969,0.740083,0.0165212,1.62946,10.3035,
-1.72744,-0.356657,0.728209,-1.5045,-0.518356,0.650616,0.0553715,0.406896,-0.635041,0.761876,0.0187228,1.62916,10.3257,
-1.71415,-0.373586,0.728054,-1.49354,-0.535839,0.650753,0.037852,0.370896,-0.666264,0.766192,0.0149188,1.62886,10.3439,
-1.70656,-0.388634,0.724258,-1.49354,-0.535839,0.650753,0.033433,0.346162,-0.642351,0.732658,0.0167429,1.62871,10.3643,
-1.70179,-0.409115,0.724535,-1.48563,-0.547854,0.65059,0.0309833,0.388271,-0.628262,0.740903,0.0149176,1.62855,10.3835,
-1.70891,-0.417072,0.724963,-1.46934,-0.572255,0.650929,0.0200685,0.337698,-0.641174,0.725212,0.0171075,1.6282,10.4038,
-1.71232,-0.43297,0.731865,-1.46934,-0.572255,0.650929,0.022549,0.3743,-0.563536,0.67763,0.0162239,1.62682,10.4228,
-1.6734,-0.458877,0.721994,-1.46148,-0.584899,0.651141,-0.0116255,0.356567,-0.64846,0.735245,0.0172293,1.62652,10.4425,
-1.68614,-0.468523,0.725381,-1.44539,-0.609548,0.651227,-0.0146987,0.335226,-0.585794,0.670534,0.0171225,1.62524,10.4629,
-1.68411,-0.483276,0.727742,-1.4374,-0.622146,0.651283,-0.0176347,0.334237,-0.560262,0.647814,0.0197647,1.62436,10.4861,
-1.67963,-0.49576,0.728714,-1.4374,-0.622146,0.651283,-0.0518418,0.297057,-0.623579,0.683514,0.0160348,1.62376,10.5056,
-1.68087,-0.511618,0.727729,-1.42073,-0.646679,0.651689,-0.0334278,0.270341,-0.533223,0.593241,0.0163422,1.62353,10.5239,
-1.65035,-0.534711,0.7239,-1.41194,-0.658651,0.651686,-0.0583489,0.312196,-0.571926,0.644018,0.0155108,1.62293,10.5444,
-1.65195,-0.550329,0.726133,-1.40431,-0.668816,0.651742,-0.0669729,0.26173,-0.575962,0.626555,0.0152826,1.62194,10.5846,
-1.63353,-0.579281,0.722896,-1.38308,-0.695292,0.651631,-0.0676902,0.274192,-0.566647,0.623026,0.0168903,1.62033,10.6165,
-1.621,-0.597429,0.721741,-1.38308,-0.695292,0.651631,-0.0652229,0.239451,-0.578513,0.620876,0.0161166,1.61978,10.6346,
-1.62799,-0.613285,0.729566,-1.37348,-0.706143,0.651653,-0.0510802,0.291649,-0.497352,0.570775,0.0169299,1.61919,10.6546,
-1.60999,-0.633128,0.721899,-1.35788,-0.725931,0.651762,-0.0761832,0.2676,-0.518411,0.577772,0.0158086,1.61843,10.6754,
-1.59545,-0.64829,0.724723,-1.34723,-0.738586,0.651966,-0.113726,0.292668,-0.53878,0.607006,0.016628,1.61774,10.6948,
-1.59036,-0.659951,0.721856,-1.34723,-0.738586,0.651966,-0.132909,0.264887,-0.548191,0.605589,0.0157115,1.61699,10.7139,
-1.5916,-0.672904,0.722609,-1.33804,-0.749724,0.65215,-0.105618,0.265257,-0.497719,0.559951,0.0179832,1.61716,10.7355,
-1.58173,-0.687472,0.725007,-1.32848,-0.760714,0.652061,-0.0891181,0.305314,-0.491922,0.57241,0.0160143,1.61684,10.7548,
-1.5656,-0.702336,0.72254,-1.30952,-0.783569,0.652428,-0.0980546,0.2715,-0.492915,0.55805,0.0189304,1.61602,10.7766,
-1.55993,-0.715233,0.723743,-1.29979,-0.79508,0.652573,-0.0918521,0.293566,-0.444056,0.527457,0.0177798,1.61645,10.7972,
-1.54927,-0.72715,0.717601,-1.28022,-0.81703,0.652604,-0.0879262,0.22714,-0.481466,0.529468,0.0193951,1.61581,10.8204,
-1.50497,-0.738616,0.711584,-1.28022,-0.81703,0.652604,-0.112051,0.255101,-0.61274,0.658074,0.0164073,1.61564,10.8402,
-1.53638,-0.749028,0.723547,-1.28022,-0.81703,0.652604,-0.0761887,0.255895,-0.429849,0.496533,0.0151699,1.61575,10.8577,
-1.49926,-0.767321,0.717567,-1.25989,-0.837572,0.652559,-0.0692145,0.228034,-0.415161,0.470913,0.0173314,1.61596,10.8786,
-1.50334,-0.777566,0.71948,-1.24983,-0.848035,0.652404,-0.0465024,0.250234,-0.387245,0.457613,0.0195069,1.61522,10.9011,
-1.48022,-0.794556,0.714265,-1.2392,-0.858216,0.652093,-0.0289151,0.272078,-0.404248,0.483808,0.0155795,1.61467,10.9217,
-1.4956,-0.792691,0.719088,-1.22505,-0.870224,0.652376,-0.0459434,0.283815,-0.418987,0.501518,0.0156724,1.61391,10.9399,
-1.4538,-0.8118,0.715501,-1.22505,-0.870224,0.652376,-0.0442591,0.297843,-0.420263,0.510291,0.0159099,1.61367,10.9584,
-1.44965,-0.821762,0.720562,-1.20711,-0.886973,0.652915,-0.027598,0.333433,-0.393557,0.511612,0.0167012,1.61441,10.979,
-1.44456,-0.837552,0.716205,-1.18619,-0.90694,0.652715,-0.0257342,0.270387,-0.36976,0.455054,0.0218554,1.61514,11.0031,
-1.44565,-0.844639,0.721108,-1.18619,-0.90694,0.652715,-0.0326043,0.313035,-0.375447,0.484775,0.0167654,1.61502,11.0226,
-1.45179,-0.850651,0.72243,-1.16384,-0.926309,0.652629,-0.0434903,0.26934,-0.372656,0.456144,0.0150928,1.61528,11.0404,
-1.43409,-0.862945,0.721879,-1.16384,-0.926309,0.652629,-0.0164806,0.284824,-0.293297,0.406763,0.0154471,1.6153,11.059,
-1.41024,-0.8733,0.719003,-1.15273,-0.936075,0.652604,-0.0332981,0.312554,-0.331255,0.451847,0.016571,1.61537,11.0785,
-1.38036,-0.893069,0.712771,-1.13029,-0.955671,0.652771,-0.0198568,0.287072,-0.323766,0.43018,0.0188982,1.6158,11.1011,
-1.39006,-0.900811,0.720258,-1.11881,-0.965122,0.652749,-0.0132585,0.336251,-0.283099,0.43745,0.0157545,1.6159,11.1227,
-1.40751,-0.908689,0.726357,-1.10737,-0.975122,0.652881,0.00892683,0.297577,-0.225997,0.37407,0.0152831,1.6153,11.1406,
-1.34088,-0.920872,0.708322,-1.09577,-0.98472,0.65291,-0.0219418,0.270427,-0.334543,0.427615,0.0181563,1.61542,11.1623,
-1.34806,-0.930378,0.714654,-1.08425,-0.994488,0.652963,0.00491509,0.290447,-0.256738,0.387556,0.016542,1.61526,11.1829,
-1.34948,-0.927039,0.717723,-1.08425,-0.994488,0.652963,-0.0218989,0.311222,-0.329515,0.450317,0.0175726,1.61524,11.2037,
-1.32717,-0.947236,0.717223,-1.07261,-1.00386,0.652869,-0.0118336,0.309359,-0.293899,0.424795,0.0159001,1.61448,11.2221,
-1.30477,-0.952523,0.712158,-1.07261,-1.00386,0.652869,-0.0177273,0.293855,-0.294372,0.413711,0.0149131,1.61704,11.2393,
-1.3233,-0.960194,0.717086,-1.03741,-1.02984,0.652767,-0.00451733,0.292186,-0.259936,0.390044,0.017339,1.61477,11.26,
-1.2958,-0.973476,0.719397,-1.02553,-1.03784,0.652691,0.00402119,0.336735,-0.233809,0.409721,0.0162349,1.61495,11.2808,
-1.29536,-0.982672,0.715438,-1.02553,-1.03784,0.652691,0.000515876,0.267523,-0.21613,0.343558,0.0161002,1.61515,11.2986,
-1.26255,-0.990768,0.717558,-1.00131,-1.05327,0.652547,-0.0101924,0.290949,-0.275373,0.399038,0.0181954,1.61562,11.3197,
-1.24856,-0.99988,0.713202,-1.00131,-1.05327,0.652547,-0.0156954,0.275076,-0.28733,0.395861,0.0172498,1.61571,11.3403,
-1.24136,-1.02081,0.71847,-0.976337,-1.06819,0.651828,0.0110366,0.29566,-0.196641,0.355756,0.0185857,1.61603,11.3625,
-1.2283,-1.02935,0.714324,-0.96393,-1.07597,0.651617,-0.00383852,0.314485,-0.210813,0.377804,0.016391,1.61634,11.381,
-1.23768,-1.03794,0.718861,-0.96393,-1.07597,0.651617,0.0106981,0.282079,-0.149323,0.319815,0.0164573,1.61685,11.4001,
-1.17974,-1.0444,0.707266,-0.96393,-1.07597,0.651617,-0.0156245,0.286436,-0.247703,0.376981,0.016417,1.61709,11.4195,
-1.2031,-1.0553,0.716724,-0.925956,-1.1005,0.650852,-0.0157663,0.305867,-0.195169,0.36146,0.0143082,1.6169,11.4394,
-1.1663,-1.07067,0.705031,-0.925956,-1.1005,0.650852,-0.0406545,0.291053,-0.257723,0.386323,0.0174966,1.616,11.4619,
-1.20154,-1.08383,0.718208,-0.900389,-1.11772,0.650747,0.011468,0.278599,-0.0894943,0.293242,0.0156653,1.61596,11.481,
-1.15744,-1.08651,0.713685,-0.900389,-1.11772,0.650747,-0.0245178,0.299708,-0.179096,0.347762,0.0153265,1.61626,11.4991,
-1.18918,-1.08595,0.717801,-0.900389,-1.11772,0.650747,-0.0252945,0.214391,-0.138659,0.254952,0.0168591,1.61626,11.5184,
-1.13919,-1.10617,0.712791,-0.887901,-1.12728,0.650672,-0.0452089,0.208053,-0.108001,0.236488,0.0187016,1.61592,11.5405,
-1.13837,-1.11573,0.718104,-0.861149,-1.14469,0.650463,-0.050572,0.248846,-0.119587,0.277827,0.0158238,1.61478,11.5601,
-1.12691,-1.1318,0.717627,-0.837567,-1.15922,0.650762,-0.0289509,0.260768,-0.0519123,0.266685,0.0190365,1.61502,11.5829,
-1.11289,-1.13712,0.720656,-0.825194,-1.16664,0.650564,-0.0366782,0.306982,-0.084257,0.318852,0.0156786,1.61539,11.6013,
-1.10372,-1.14221,0.723632,-0.825599,-1.16665,0.65037,-0.0217835,0.288374,-0.061323,0.294924,0.0155458,1.61587,11.6202,
-1.06708,-1.15102,0.71587,-0.800579,-1.18024,0.650229,-0.0522145,0.277392,-0.120056,0.303701,0.0154757,1.61527,11.6406,
-1.06597,-1.15663,0.716167,-0.800579,-1.18024,0.650229,-0.0498465,0.250887,-0.116111,0.278159,0.0152516,1.61568,11.6581,
-1.04559,-1.16467,0.716332,-0.80118,-1.18026,0.649935,-0.0543884,0.28629,-0.108119,0.307934,0.0163982,1.61622,11.6782,
-1.05837,-1.17806,0.724378,-0.776589,-1.19231,0.649345,-0.0201102,0.286029,-0.0354142,0.288542,0.0186446,1.61752,11.7003,
-1.04268,-1.18722,0.723152,-0.751002,-1.20558,0.64891,-0.0169078,0.261092,-0.0388335,0.264162,0.0165477,1.61839,11.7199,
-0.999495,-1.18944,0.716954,-0.738677,-1.21253,0.648501,-0.0463397,0.271337,-0.0838241,0.285808,0.0162015,1.61894,11.7403,
-0.962176,-1.19704,0.717928,-0.726424,-1.21955,0.648053,-0.0683469,0.300713,-0.106556,0.322705,0.0176136,1.61872,11.7614,
-0.996811,-1.21566,0.725374,-0.714307,-1.22646,0.647458,-0.0263336,0.234602,0.0372842,0.239463,0.0178304,1.61982,11.7828,
-0.972057,-1.21336,0.720421,-0.702184,-1.23326,0.646706,-0.0519926,0.216444,-0.0683728,0.231142,0.0164573,1.6198,11.8018,
-0.946891,-1.22265,0.723052,-0.703766,-1.23342,0.645832,-0.0303124,0.260785,-0.0337743,0.264177,0.0193071,1.61993,11.8248,
-0.972689,-1.23675,0.734854,-0.692032,-1.2402,0.644928,0.00719051,0.303633,0.0422672,0.306472,0.015451,1.62003,11.8438,
-0.919243,-1.23487,0.720891,-0.680388,-1.24676,0.643974,-0.00237996,0.255442,-0.0185621,0.256101,0.0188591,1.62042,11.8663,
-0.910549,-1.24297,0.724553,-0.676646,-1.24898,0.642875,-0.00632709,0.293864,-0.0255997,0.294955,0.0157826,1.62094,11.8856,
-0.89806,-1.25211,0.723797,-0.643948,-1.2654,0.641908,0.00229454,0.263017,0.0368563,0.26554,0.0159922,1.62134,11.9049,
-0.889711,-1.25798,0.726374,-0.64614,-1.26571,0.640547,-0.00848457,0.272526,0.0201101,0.273478,0.0181856,1.62166,11.9271,
-0.886,-1.26591,0.732762,-0.634752,-1.27218,0.63912,0.00809482,0.265704,0.0631558,0.272935,0.0163925,1.6229,11.9481,
-0.866223,-1.27041,0.729651,-0.60947,-1.28445,0.637698,0.00521609,0.245447,0.0361946,0.248049,0.0155883,1.62371,11.9679,
-0.864606,-1.28181,0.730408,-0.611961,-1.28487,0.636011,0.00484361,0.22598,0.0952652,0.244996,0.0179856,1.62441,11.9883,
-0.840445,-1.28296,0.727118,-0.586189,-1.29652,0.634407,-0.00509358,0.22929,0.0447079,0.233757,0.0174341,1.62493,12.0084,
-0.822639,-1.28803,0.730531,-0.588834,-1.29701,0.632492,0.00116478,0.306796,0.0512098,0.31098,0.0143125,1.62529,12.026,
-0.7943,-1.29071,0.723846,-0.563037,-1.30797,0.630521,0.00382969,0.253389,0.0508604,0.258349,0.0155232,1.62559,12.0457,
-0.772013,-1.29257,0.71832,-0.565792,-1.30853,0.62837,-0.00584747,0.224676,0.0222156,0.225907,0.0163779,1.62575,12.0645,
-0.782455,-1.30875,0.721609,-0.554473,-1.31405,0.626206,0.00239695,0.218744,0.101546,0.240981,0.0156801,1.62586,12.0829,
-0.782557,-1.31644,0.731517,-0.543257,-1.31943,0.623818,0.0197225,0.292902,0.0919989,0.306674,0.0155256,1.62602,12.1011,
-0.752914,-1.31027,0.723842,-0.532026,-1.32475,0.621255,0.0209519,0.289859,0.0953444,0.304798,0.0159616,1.62601,12.1199,
-0.748814,-1.31662,0.726613,-0.520636,-1.33032,0.61836,0.00912878,0.265748,0.0712907,0.274926,0.0160775,1.6298,12.1396,
-0.725317,-1.32641,0.724843,-0.499111,-1.33802,0.615162,0.00563755,0.279052,0.102716,0.297022,0.0191031,1.6286,12.1611,
-0.712841,-1.33307,0.71687,-0.483379,-1.34335,0.612571,-0.00184508,0.216799,0.0780477,0.230443,0.0161023,1.6285,12.1813,
-0.70146,-1.33779,0.718628,-0.483379,-1.34335,0.612571,0.00637811,0.214263,0.134785,0.25271,0.0151002,1.62869,12.1995,
-0.686419,-1.35333,0.730182,-0.460491,-1.35192,0.606562,0.00705623,0.251993,0.165964,0.301086,0.0161033,1.63121,12.2308,
-0.677295,-1.35893,0.731266,-0.44889,-1.35609,0.602998,0.00489125,0.233938,0.165633,0.28613,0.0177989,1.63224,12.2528,
-0.668678,-1.37319,0.734664,-0.451338,-1.35679,0.599629,0.0271763,0.286842,0.243596,0.37422,0.0172668,1.6332,12.2728,
-0.650031,-1.37783,0.724316,-0.439117,-1.36047,0.595877,0.00279394,0.260483,0.194133,0.324333,0.0169625,1.63384,12.2937,
-0.630487,-1.38081,0.724145,-0.426697,-1.36398,0.592594,0.0031915,0.262839,0.204245,0.332263,0.0148518,1.63506,12.3118,
-0.61674,-1.38746,0.72497,-0.416165,-1.36716,0.589042,-0.0143865,0.242726,0.198501,0.31468,0.0157368,1.63698,12.3312,
-0.600823,-1.3908,0.721414,-0.386294,-1.37588,0.585993,-0.0272749,0.251675,0.196757,0.322393,0.0175831,1.63848,12.3523,
-0.594559,-1.40358,0.719842,-0.375342,-1.37946,0.582572,-0.0123127,0.256384,0.256011,0.363143,0.0171525,1.63925,12.3725,
-0.574587,-1.4051,0.709108,-0.376777,-1.37992,0.5785,-0.0354244,0.197365,0.241699,0.316411,0.0213926,1.64059,12.398,
-0.56895,-1.41526,0.721159,-0.345801,-1.38726,0.574706,-0.0267011,0.281411,0.251484,0.380279,0.0157635,1.64187,12.4169,
-0.563638,-1.41495,0.714694,-0.34675,-1.38756,0.570415,-0.00927508,0.241241,0.270875,0.363187,0.0165441,1.64187,12.4358,
-0.548322,-1.43108,0.719004,-0.317599,-1.39451,0.565924,0.0114361,0.302169,0.317087,0.436023,0.0146751,1.64509,12.4536,
-0.540209,-1.44012,0.714898,-0.31799,-1.3946,0.561424,0.0121266,0.294558,0.324935,0.436538,0.0173392,1.64633,12.4742,
-0.518546,-1.43962,0.7106,-0.301107,-1.39718,0.556986,0.00151284,0.307013,0.264716,0.404547,0.0150211,1.64622,12.492,
-0.487153,-1.43292,0.69471,-0.300868,-1.39701,0.55229,-0.0117525,0.213529,0.231179,0.315519,0.017,1.64646,12.5123,
-0.470491,-1.44173,0.703009,-0.272473,-1.40162,0.548132,0.0104362,0.315342,0.264665,0.410052,0.0183275,1.64729,12.5346,
-0.464057,-1.45203,0.700474,-0.256688,-1.40401,0.543231,0.0252919,0.337237,0.288752,0.440999,0.0156786,1.64829,12.5524,
-0.473543,-1.46596,0.706693,-0.240771,-1.40616,0.538588,0.0310545,0.312396,0.323185,0.446094,0.0170248,1.64911,12.5715,
-0.442694,-1.46894,0.703567,-0.226526,-1.40729,0.533558,0.00622715,0.328065,0.347328,0.475927,0.0163555,1.65019,12.5919,
-0.439605,-1.48044,0.705323,-0.192618,-1.41231,0.528713,-0.0189899,0.337294,0.370119,0.50217,0.0150003,1.65037,12.6133,
-0.411682,-1.4755,0.693985,-0.19011,-1.411,0.523512,-0.0202653,0.292488,0.335039,0.446528,0.016547,1.65063,12.632,
